customer_id,abm_amount_cad,abm_cash_amount_cad,abm_cash_count,abm_count,card_amount_cad,card_count,cheque_amount_cad,cheque_count,eft_amount_cad,eft_count,emt_amount_cad,emt_count,wire_amount_cad,wire_count
SYNCID0000000026,0.0,0.0,0.0,0.0,37356.270000000004,162.0,6569.72,1.0,0.0,0.0,452.55,2.0,0.0,0.0
SYNCID0000000027,0.0,0.0,0.0,0.0,312.11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000029,0.0,0.0,0.0,0.0,7793.9,26.0,1131.55,2.0,5026.18,8.0,2620.5200000000004,6.0,0.0,0.0
SYNCID0000000031,0.0,0.0,0.0,0.0,149.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000032,0.0,0.0,0.0,0.0,64365.93000000001,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000033,0.0,0.0,0.0,0.0,50647.64,177.0,0.0,0.0,0.0,0.0,11721.750000000002,15.0,0.0,0.0
SYNCID0000000034,9714.75,1182.56,3.0,5.0,4919.089999999999,27.0,4358.33,2.0,713.49,4.0,7526.09,3.0,0.0,0.0
SYNCID0000000035,0.0,0.0,0.0,0.0,0.0,0.0,26467.019999999997,6.0,76.07,1.0,920.6700000000001,2.0,0.0,0.0
SYNCID0000000036,0.0,0.0,0.0,0.0,10898.539999999999,46.0,0.0,0.0,1125202.58,347.0,0.0,0.0,0.0,0.0
SYNCID0000000037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95710.14,32.0,1682.3300000000002,2.0,0.0,0.0
SYNCID0000000038,104.55,104.55,1.0,1.0,31932.640000000003,88.0,26348.95,1.0,28957.51,20.0,56473.20999999999,41.0,67268.48,1.0
SYNCID0000000039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124021.4,49.0,0.0,0.0,0.0,0.0
SYNCID0000000040,0.0,0.0,0.0,0.0,5892.97,28.0,406010.99,137.0,2922.56,1.0,39572.3,41.0,0.0,0.0
SYNCID0000000041,0.0,0.0,0.0,0.0,13068.42,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7844.28,7.0,0.0,0.0,0.0,0.0
SYNCID0000000043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1108394.93,313.0,0.0,0.0,0.0,0.0
SYNCID0000000044,0.0,0.0,0.0,0.0,16.36,1.0,414.76,1.0,68260.01000000001,6.0,7018.31,5.0,0.0,0.0
SYNCID0000000045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7783.08,4.0,0.0,0.0,0.0,0.0
SYNCID0000000046,22405.949999999993,6142.25,22.0,29.0,4958.46,12.0,0.0,0.0,0.0,0.0,110896.93000000001,138.0,0.0,0.0
SYNCID0000000047,0.0,0.0,0.0,0.0,0.0,0.0,2105770.95,376.0,11139.29,5.0,787.7499999999999,4.0,0.0,0.0
SYNCID0000000048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654729.3700000002,43.0,0.0,0.0,0.0,0.0
SYNCID0000000050,0.0,0.0,0.0,0.0,0.0,0.0,37256.13,22.0,59748.68,16.0,0.0,0.0,0.0,0.0
SYNCID0000000051,2305.2900000000004,1176.45,2.0,3.0,701.14,6.0,0.0,0.0,7512.349999999999,8.0,1576.9400000000003,6.0,0.0,0.0
SYNCID0000000052,0.0,0.0,0.0,0.0,4912.89,39.0,2059.31,2.0,253486.54000000004,80.0,9952.51,2.0,0.0,0.0
SYNCID0000000053,0.0,0.0,0.0,0.0,20328.970000000005,60.0,8346.960000000001,6.0,0.0,0.0,65.77000000000001,2.0,0.0,0.0
SYNCID0000000054,0.0,0.0,0.0,0.0,2127.6299999999997,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129229.93999999999,11.0,0.0,0.0,6354.06,1.0
SYNCID0000000056,0.0,0.0,0.0,0.0,11183.750000000002,45.0,428.25,2.0,322549.96,24.0,9713.16,2.0,0.0,0.0
SYNCID0000000057,0.0,0.0,0.0,0.0,46449.71000000001,90.0,44466.04,17.0,26070.21,16.0,10658.04,4.0,0.0,0.0
SYNCID0000000058,0.0,0.0,0.0,0.0,30687.739999999994,134.0,791.51,2.0,113710.69,7.0,0.0,0.0,0.0,0.0
SYNCID0000000059,4394.34,0.0,0.0,1.0,222.12,3.0,27023.920000000002,14.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000060,4145.52,277.27,1.0,2.0,74093.37,327.0,5419.12,5.0,36354.01,15.0,10791.1,1.0,0.0,0.0
SYNCID0000000061,0.0,0.0,0.0,0.0,1166.5900000000001,2.0,0.0,0.0,21046.04,13.0,5642.16,2.0,7217.61,1.0
SYNCID0000000062,786.8100000000001,618.0600000000001,4.0,5.0,11042.61,58.0,8453.37,3.0,452798.2799999999,6.0,7819.18,3.0,0.0,0.0
SYNCID0000000063,1103.0400000000002,1103.0400000000002,2.0,2.0,106.98,1.0,437.61,1.0,2490.8599999999997,2.0,71001.84,75.0,262017.1,1.0
SYNCID0000000064,0.0,0.0,0.0,0.0,46823.74,84.0,264.43,1.0,24476.21,16.0,1079.91,3.0,0.0,0.0
SYNCID0000000065,27484.609999999997,8380.11,14.0,20.0,30866.359999999993,59.0,33045.97,4.0,8905.05,5.0,0.0,0.0,0.0,0.0
SYNCID0000000066,0.0,0.0,0.0,0.0,56264.9,122.0,63.85,1.0,10304.199999999999,5.0,0.0,0.0,0.0,0.0
SYNCID0000000067,3371.39,268.85,1.0,2.0,444.19000000000005,3.0,314524.23,72.0,53844.869999999995,25.0,84585.53,37.0,0.0,0.0
SYNCID0000000068,70301.43000000001,46311.47,68.0,76.0,1842.85,9.0,15547.279999999999,8.0,67160.11,4.0,15112.12,15.0,0.0,0.0
SYNCID0000000069,0.0,0.0,0.0,0.0,0.0,0.0,2173.4700000000003,2.0,191.60999999999999,3.0,5058.449999999999,8.0,0.0,0.0
SYNCID0000000070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3266.99,9.0,0.0,0.0
SYNCID0000000071,1253.66,1253.66,2.0,2.0,24793.020000000004,65.0,35246.19,3.0,38000.01,11.0,9488.660000000002,12.0,0.0,0.0
SYNCID0000000072,1619.74,1619.74,3.0,3.0,1212.7399999999998,10.0,20673.61,5.0,0.0,0.0,1666.92,1.0,0.0,0.0
SYNCID0000000073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263303.06999999995,46.0,0.0,0.0,0.0,0.0
SYNCID0000000074,0.0,0.0,0.0,0.0,0.0,0.0,83879.45999999999,23.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000075,4870.38,1119.37,3.0,5.0,1173.18,6.0,233167.5,2.0,28742.780000000002,3.0,33166.86,38.0,0.0,0.0
SYNCID0000000076,0.0,0.0,0.0,0.0,10.78,1.0,0.0,0.0,320.71000000000004,2.0,0.0,0.0,0.0,0.0
SYNCID0000000077,0.0,0.0,0.0,0.0,14344.48,74.0,9693.89,6.0,30154.579999999998,18.0,25110.000000000004,20.0,0.0,0.0
SYNCID0000000078,2720.07,0.0,0.0,1.0,676.78,2.0,74731.66,44.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8899.15,1.0
SYNCID0000000080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6255.65,1.0,0.0,0.0,0.0,0.0
SYNCID0000000081,0.0,0.0,0.0,0.0,0.0,0.0,19942.339999999997,21.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000082,0.0,0.0,0.0,0.0,0.0,0.0,2958.42,4.0,501417.38,12.0,0.0,0.0,0.0,0.0
SYNCID0000000083,0.0,0.0,0.0,0.0,432.28,1.0,0.0,0.0,1718.63,4.0,153.54,1.0,0.0,0.0
SYNCID0000000084,125698.60999999999,17636.66,18.0,32.0,5668.93,24.0,79308.23,51.0,0.0,0.0,1959.56,1.0,0.0,0.0
SYNCID0000000085,441.06,441.06,1.0,1.0,2231.8599999999997,16.0,19048.29,10.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000086,0.0,0.0,0.0,0.0,3679.7,18.0,710174.96,318.0,689.1099999999999,3.0,4172.2300000000005,11.0,0.0,0.0
SYNCID0000000087,0.0,0.0,0.0,0.0,5835.639999999999,27.0,0.0,0.0,1258573.75,318.0,21.39,1.0,0.0,0.0
SYNCID0000000088,0.0,0.0,0.0,0.0,188.07000000000002,2.0,0.0,0.0,109682.57000000002,8.0,0.0,0.0,0.0,0.0
SYNCID0000000089,2706.49,2706.49,2.0,2.0,9459.71,39.0,1284.4199999999998,2.0,3388.56,2.0,35427.73,34.0,0.0,0.0
SYNCID0000000090,0.0,0.0,0.0,0.0,59573.21,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000091,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30182.76,10.0,0.0,0.0,0.0,0.0
SYNCID0000000092,0.0,0.0,0.0,0.0,0.0,0.0,109701.51999999999,15.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000093,0.0,0.0,0.0,0.0,4060.4799999999996,6.0,66442.29,13.0,10997.48,11.0,12434.849999999999,8.0,0.0,0.0
SYNCID0000000094,11979.460000000001,84.03,1.0,2.0,6991.92,43.0,69939.1,8.0,2547652.17,17.0,3097.9,7.0,0.0,0.0
SYNCID0000000095,30190.03,7603.96,5.0,11.0,234.74,4.0,0.0,0.0,3600.4,7.0,0.0,0.0,0.0,0.0
SYNCID0000000096,0.0,0.0,0.0,0.0,0.0,0.0,4421.2,3.0,534433.8500000001,100.0,0.0,0.0,0.0,0.0
SYNCID0000000097,0.0,0.0,0.0,0.0,0.0,0.0,2598.0699999999997,2.0,4604.49,6.0,0.0,0.0,28718.629999999997,5.0
SYNCID0000000098,0.0,0.0,0.0,0.0,0.0,0.0,1639.9,2.0,571949.48,51.0,4932.579999999999,5.0,0.0,0.0
SYNCID0000000099,513.41,513.41,1.0,1.0,218.43,1.0,62.37,1.0,1398.1399999999999,3.0,36763.96,17.0,0.0,0.0
SYNCID0000000100,43146.280000000006,2763.9,10.0,14.0,4947.57,26.0,203.76,1.0,146.57,2.0,110358.87000000001,165.0,0.0,0.0
SYNCID0000000101,0.0,0.0,0.0,0.0,0.0,0.0,146168.83,35.0,674072.0400000002,102.0,0.0,0.0,0.0,0.0
SYNCID0000000102,0.0,0.0,0.0,0.0,0.0,0.0,13649.58,7.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000103,0.0,0.0,0.0,0.0,0.0,0.0,61754.27,54.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039.67,4.0,0.0,0.0,0.0,0.0
SYNCID0000000105,0.0,0.0,0.0,0.0,3086.04,1.0,0.0,0.0,62677.54000000001,57.0,1894.4,2.0,0.0,0.0
SYNCID0000000106,8432.53,1389.23,3.0,6.0,861.0699999999999,2.0,220479.22999999998,47.0,0.0,0.0,26193.219999999998,18.0,0.0,0.0
SYNCID0000000107,1066.72,0.0,0.0,1.0,13889.4,33.0,84213.53000000001,63.0,7402728.489999999,444.0,1252.54,2.0,0.0,0.0
SYNCID0000000108,0.0,0.0,0.0,0.0,0.0,0.0,219045.57,59.0,31234.18,11.0,1495.4099999999999,2.0,0.0,0.0
SYNCID0000000109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42298.05,10.0,0.0,0.0,0.0,0.0
SYNCID0000000110,11858.77,426.38,1.0,3.0,6669.62,34.0,0.0,0.0,224343.16999999998,70.0,2185.94,2.0,0.0,0.0
SYNCID0000000111,0.0,0.0,0.0,0.0,0.0,0.0,67520.90000000001,25.0,13957.33,3.0,10006.5,6.0,0.0,0.0
SYNCID0000000112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28731.200000000004,8.0,0.0,0.0,0.0,0.0
SYNCID0000000113,0.0,0.0,0.0,0.0,0.0,0.0,222543.31999999998,45.0,663457.9400000001,137.0,190.8,1.0,0.0,0.0
SYNCID0000000114,0.0,0.0,0.0,0.0,26302.500000000004,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000115,0.0,0.0,0.0,0.0,5217.44,5.0,9402.520000000002,6.0,1986.28,5.0,0.0,0.0,0.0,0.0
SYNCID0000000116,0.0,0.0,0.0,0.0,1088.03,3.0,72292.39,36.0,79136.37000000001,16.0,5864.429999999999,9.0,0.0,0.0
SYNCID0000000117,0.0,0.0,0.0,0.0,82399.26000000001,301.0,114843.07,55.0,13577.449999999999,4.0,17060.65,18.0,0.0,0.0
SYNCID0000000118,0.0,0.0,0.0,0.0,1626.94,10.0,85247.21,25.0,0.0,0.0,64.03,1.0,0.0,0.0
SYNCID0000000119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16937.129999999997,6.0,0.0,0.0,0.0,0.0
SYNCID0000000120,0.0,0.0,0.0,0.0,0.0,0.0,10705.330000000002,6.0,1093127.31,280.0,0.0,0.0,0.0,0.0
SYNCID0000000122,0.0,0.0,0.0,0.0,1614.3400000000001,4.0,0.0,0.0,30822.63,2.0,0.0,0.0,0.0,0.0
SYNCID0000000123,0.0,0.0,0.0,0.0,0.0,0.0,42903.689999999995,5.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000124,0.0,0.0,0.0,0.0,1072.65,10.0,24.29,1.0,35.92,1.0,10865.529999999999,12.0,0.0,0.0
SYNCID0000000125,0.0,0.0,0.0,0.0,49.35,1.0,150526.82,22.0,278723.66000000003,21.0,0.0,0.0,0.0,0.0
SYNCID0000000126,0.0,0.0,0.0,0.0,5321.2699999999995,28.0,4548.07,5.0,341523.16,31.0,30292.889999999992,54.0,0.0,0.0
SYNCID0000000127,0.0,0.0,0.0,0.0,2684.89,7.0,4362.04,3.0,160346.63,40.0,7938.420000000001,6.0,0.0,0.0
SYNCID0000000128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473830.9600000001,268.0,0.0,0.0,0.0,0.0
SYNCID0000000129,65202.329999999994,24814.63,20.0,30.0,8314.99,57.0,2655.45,2.0,1420.62,3.0,256.58,1.0,0.0,0.0
SYNCID0000000131,849.0699999999999,523.93,1.0,2.0,11367.56,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000132,0.0,0.0,0.0,0.0,5477.68,18.0,8018.64,6.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75329.5,19.0,0.0,0.0,0.0,0.0
SYNCID0000000134,0.0,0.0,0.0,0.0,0.0,0.0,1037.27,1.0,2329.02,4.0,0.0,0.0,0.0,0.0
SYNCID0000000135,0.0,0.0,0.0,0.0,59.15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000136,0.0,0.0,0.0,0.0,0.0,0.0,1153.1799999999998,2.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2040877.74,294.0,0.0,0.0,0.0,0.0
SYNCID0000000138,0.0,0.0,0.0,0.0,0.0,0.0,130470.77,20.0,124947.38,4.0,1043.17,1.0,0.0,0.0
SYNCID0000000139,0.0,0.0,0.0,0.0,0.0,0.0,1423.8100000000002,3.0,31.34,1.0,35379.829999999994,44.0,0.0,0.0
SYNCID0000000140,0.0,0.0,0.0,0.0,8335.890000000001,34.0,7568.500000000001,10.0,0.0,0.0,5977.9800000000005,7.0,0.0,0.0
SYNCID0000000141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62039.549999999996,28.0,0.0,0.0,0.0,0.0
SYNCID0000000142,0.0,0.0,0.0,0.0,69611.62,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000143,0.0,0.0,0.0,0.0,28352.969999999998,33.0,123876.90000000002,23.0,69001.68,44.0,117330.48,82.0,0.0,0.0
SYNCID0000000144,7475.0599999999995,2080.1600000000003,3.0,4.0,940.74,8.0,1836792.85,398.0,79118.26,11.0,62904.840000000004,89.0,0.0,0.0
SYNCID0000000145,0.0,0.0,0.0,0.0,0.0,0.0,269992.95,33.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657838.43,149.0,0.0,0.0,0.0,0.0
SYNCID0000000147,0.0,0.0,0.0,0.0,0.0,0.0,121970.25999999998,14.0,39569.9,6.0,76563.94,58.0,0.0,0.0
SYNCID0000000148,726.98,0.0,0.0,1.0,1198.69,4.0,93815.02,22.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000149,10420.89,3491.83,4.0,6.0,4412.570000000001,15.0,506357.99,15.0,86616.73,16.0,47010.37,53.0,0.0,0.0
SYNCID0000000150,0.0,0.0,0.0,0.0,165647.38999999996,15.0,0.0,0.0,60837.170000000006,28.0,16012.960000000001,9.0,0.0,0.0
SYNCID0000000151,0.0,0.0,0.0,0.0,2733.1,9.0,49888.49,16.0,39726.45,30.0,10844.92,7.0,0.0,0.0
SYNCID0000000152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.87,2.0,0.0,0.0
SYNCID0000000153,0.0,0.0,0.0,0.0,0.0,0.0,20596.840000000004,8.0,362514.45999999996,86.0,0.0,0.0,0.0,0.0
SYNCID0000000154,0.0,0.0,0.0,0.0,0.0,0.0,13870.04,3.0,27204.629999999997,10.0,0.0,0.0,13825.16,1.0
SYNCID0000000155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12401.490000000002,2.0,0.0,0.0,0.0,0.0
SYNCID0000000156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76622.14000000001,43.0,0.0,0.0,0.0,0.0
SYNCID0000000158,0.0,0.0,0.0,0.0,0.0,0.0,15863.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000159,0.0,0.0,0.0,0.0,8505.390000000001,27.0,439655.2,91.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000160,0.0,0.0,0.0,0.0,0.0,0.0,23063.07,3.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38590.66000000001,5.0,6129.43,11.0,0.0,0.0
SYNCID0000000162,12661.460000000001,6544.24,9.0,12.0,125046.41,433.0,0.0,0.0,700.05,3.0,19615.67,24.0,0.0,0.0
SYNCID0000000163,0.0,0.0,0.0,0.0,7570.22,42.0,30523.350000000002,3.0,39453.149999999994,10.0,0.0,0.0,0.0,0.0
SYNCID0000000164,0.0,0.0,0.0,0.0,0.0,0.0,100648.18,8.0,882878.89,201.0,0.0,0.0,0.0,0.0
SYNCID0000000165,12726.169999999998,3590.16,4.0,6.0,29505.32,115.0,0.0,0.0,784033.1200000001,136.0,530.8,1.0,0.0,0.0
SYNCID0000000166,1073.68,1073.68,1.0,1.0,14202.709999999997,41.0,0.0,0.0,2273.79,3.0,0.0,0.0,0.0,0.0
SYNCID0000000167,0.0,0.0,0.0,0.0,48550.630000000005,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000169,0.0,0.0,0.0,0.0,2464.51,6.0,864.04,1.0,817.96,3.0,28924.22,25.0,0.0,0.0
SYNCID0000000170,0.0,0.0,0.0,0.0,5278.780000000001,13.0,0.0,0.0,97276.23000000001,32.0,1762.22,5.0,0.0,0.0
SYNCID0000000171,0.0,0.0,0.0,0.0,0.0,0.0,1700.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000172,0.0,0.0,0.0,0.0,0.0,0.0,453209.67,125.0,4429.62,9.0,5202.66,2.0,0.0,0.0
SYNCID0000000173,210.23,210.23,1.0,1.0,153642.37999999998,32.0,36083.729999999996,3.0,11594.649999999998,7.0,80331.02999999998,103.0,0.0,0.0
SYNCID0000000174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21473.48,2.0,0.0,0.0,0.0,0.0
SYNCID0000000175,0.0,0.0,0.0,0.0,0.0,0.0,275337.73,88.0,2365470.89,234.0,0.0,0.0,0.0,0.0
SYNCID0000000177,1071.05,1071.05,1.0,1.0,2587.7799999999997,9.0,94149.04999999999,31.0,140560.20999999993,44.0,10103.38,10.0,0.0,0.0
SYNCID0000000178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18977.73,6.0,0.0,0.0,0.0,0.0
SYNCID0000000179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1830.4599999999998,9.0,0.0,0.0,0.0,0.0
SYNCID0000000180,0.0,0.0,0.0,0.0,0.0,0.0,5844.84,3.0,91082.37000000001,22.0,0.0,0.0,0.0,0.0
SYNCID0000000181,0.0,0.0,0.0,0.0,38.62,2.0,0.0,0.0,315.71,3.0,860.9300000000001,3.0,0.0,0.0
SYNCID0000000182,0.0,0.0,0.0,0.0,21.26,1.0,0.0,0.0,149700.64999999997,79.0,3501.35,2.0,0.0,0.0
SYNCID0000000183,0.0,0.0,0.0,0.0,1325.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000184,22564.05,5869.28,15.0,22.0,32991.909999999996,97.0,30545.119999999995,14.0,4799.099999999999,3.0,17423.56,20.0,0.0,0.0
SYNCID0000000185,0.0,0.0,0.0,0.0,0.0,0.0,42485.97,34.0,43804.020000000004,29.0,0.0,0.0,0.0,0.0
SYNCID0000000186,0.0,0.0,0.0,0.0,0.0,0.0,280.39,1.0,4727.03,4.0,0.0,0.0,4120.51,1.0
SYNCID0000000187,0.0,0.0,0.0,0.0,8.13,1.0,3239.6400000000003,5.0,0.0,0.0,1104.41,3.0,0.0,0.0
SYNCID0000000188,0.0,0.0,0.0,0.0,150177.1,184.0,125645.83999999998,43.0,110745.45,47.0,6072.69,7.0,0.0,0.0
SYNCID0000000189,0.0,0.0,0.0,0.0,0.0,0.0,47305.65,23.0,2993.81,4.0,0.0,0.0,0.0,0.0
SYNCID0000000190,0.0,0.0,0.0,0.0,0.0,0.0,37.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000191,0.0,0.0,0.0,0.0,55978.77,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000192,6099.11,3915.5999999999995,7.0,9.0,42174.75,170.0,654782.3099999999,26.0,918.47,1.0,0.0,0.0,0.0,0.0
SYNCID0000000193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1353.94,6.0,0.0,0.0
SYNCID0000000194,0.0,0.0,0.0,0.0,0.0,0.0,968.35,2.0,76864.92,1.0,0.0,0.0,0.0,0.0
SYNCID0000000195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335285.65,14.0,0.0,0.0,0.0,0.0
SYNCID0000000196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48796.14,22.0,23788.350000000002,26.0,0.0,0.0
SYNCID0000000197,3387.33,2550.6400000000003,6.0,7.0,5064.75,28.0,1158.92,1.0,0.0,0.0,213.78,1.0,0.0,0.0
SYNCID0000000198,51672.59000000001,4488.000000000001,9.0,11.0,522.99,4.0,137530.02000000005,23.0,1047212.84,350.0,11401.949999999999,15.0,0.0,0.0
SYNCID0000000199,0.0,0.0,0.0,0.0,35947.71,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2686.24,5.0,0.0,0.0
SYNCID0000000201,0.0,0.0,0.0,0.0,10.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
