customer_id,geographical_entropy
SYNCID0000011572,3.715651939702922
SYNCID0000004681,N/A
SYNCID0000014610,N/A
SYNCID0000012236,2.1609640474436813
SYNCID0000002605,3.106890595608519
SYNCID0000004527,2.1333874913165967
SYNCID0000005985,3.186704345910025
SYNCID0000015595,4.080649485504376
SYNCID0000007555,N/A
SYNCID0000008781,N/A
SYNCID0000011100,1.0
SYNCID0000005183,4.011580681380709
SYNCID0000006622,3.5068905956085192
SYNCID0000015287,N/A
SYNCID0000008192,2.750910281871058
SYNCID0000007348,N/A
SYNCID0000007888,2.5828765043125577
SYNCID0000001692,N/A
SYNCID0000009876,N/A
SYNCID0000009366,2.879506460812006
SYNCID0000000059,1.5
SYNCID0000014201,4.601357170321376
SYNCID0000003075,2.584962500721156
SYNCID0000016094,2.9922888713233777
SYNCID0000016116,3.0
SYNCID0000002924,1.584962500721156
SYNCID0000014218,3.088040736791845
SYNCID0000002718,N/A
SYNCID0000010420,2.9375
SYNCID0000010991,1.2516291673878228
SYNCID0000013419,N/A
SYNCID0000012924,3.089246428509158
SYNCID0000006307,N/A
SYNCID0000008729,4.479842113228824
SYNCID0000009838,2.2790543333060898
SYNCID0000005097,N/A
SYNCID0000012381,N/A
SYNCID0000007519,1.584962500721156
SYNCID0000017001,N/A
SYNCID0000014817,N/A
SYNCID0000005116,3.6955809341713906
SYNCID0000003535,2.931208948910323
SYNCID0000013596,N/A
SYNCID0000014945,N/A
SYNCID0000006521,3.0581321613295467
SYNCID0000008750,4.281681051720456
SYNCID0000001966,-0.0
SYNCID0000014893,1.0
SYNCID0000011330,2.4227700905415657
SYNCID0000016160,3.235084951819779
SYNCID0000002092,4.044723792267837
SYNCID0000002806,1.0
SYNCID0000012747,4.147588985245326
SYNCID0000000639,N/A
SYNCID0000008285,4.607149481642931
SYNCID0000015086,4.556198556074633
SYNCID0000009736,3.606623070346218
SYNCID0000010386,2.321928094887362
SYNCID0000015854,N/A
SYNCID0000007164,4.4565069968098125
SYNCID0000013564,3.652154495259322
SYNCID0000012565,3.378783493486176
SYNCID0000016219,1.5
SYNCID0000000678,N/A
SYNCID0000002325,4.326732825168671
SYNCID0000012105,4.689003723007386
SYNCID0000010624,N/A
SYNCID0000009858,3.7532336185700452
SYNCID0000013072,2.260820318171659
SYNCID0000005017,N/A
SYNCID0000006591,3.384434252571654
SYNCID0000001285,-0.0
SYNCID0000005828,4.026148106027092
SYNCID0000007896,4.414032555065256
SYNCID0000011588,2.4056390622295662
SYNCID0000002409,N/A
SYNCID0000003794,N/A
SYNCID0000009035,N/A
SYNCID0000010284,N/A
SYNCID0000013739,N/A
SYNCID0000010527,N/A
SYNCID0000002692,2.442740814944148
SYNCID0000013280,2.321928094887362
SYNCID0000016566,-0.0
SYNCID0000007041,N/A
SYNCID0000012834,N/A
SYNCID0000006000,3.3612943535214637
SYNCID0000008309,1.9219280948873623
SYNCID0000008777,1.5329145639793977
SYNCID0000003046,N/A
SYNCID0000005342,N/A
SYNCID0000011989,1.0
SYNCID0000006113,4.448591709901948
SYNCID0000009185,4.266033173906477
SYNCID0000001950,N/A
SYNCID0000006030,N/A
SYNCID0000013485,1.0
SYNCID0000007424,N/A
SYNCID0000003016,N/A
SYNCID0000009277,3.992966649847365
SYNCID0000008997,4.039939252641864
SYNCID0000013153,3.5877142982486543
SYNCID0000008012,N/A
SYNCID0000002286,N/A
SYNCID0000006379,3.125
SYNCID0000003697,4.12323142879762
SYNCID0000000525,4.145532447768465
SYNCID0000008510,4.093015587975389
SYNCID0000009762,-0.0
SYNCID0000013119,-0.0
SYNCID0000002100,3.5760674949868845
SYNCID0000007987,1.584962500721156
SYNCID0000013618,2.7219280948873625
SYNCID0000003341,N/A
SYNCID0000003415,N/A
SYNCID0000000236,N/A
SYNCID0000006354,N/A
SYNCID0000014994,N/A
SYNCID0000002456,N/A
SYNCID0000001049,4.173557262275185
SYNCID0000009150,1.0
SYNCID0000008932,1.0
SYNCID0000007028,4.527723185766498
SYNCID0000002495,N/A
SYNCID0000003383,3.7757410157407163
SYNCID0000002419,N/A
SYNCID0000013664,4.026849413429705
SYNCID0000013146,3.373557262275185
SYNCID0000012084,2.6416041678685938
SYNCID0000009321,3.4504696892422233
SYNCID0000010368,N/A
SYNCID0000010120,N/A
SYNCID0000001029,N/A
SYNCID0000005994,N/A
SYNCID0000004659,4.837351408930995
SYNCID0000003853,N/A
SYNCID0000000197,3.21749417742373
SYNCID0000005376,N/A
SYNCID0000008904,N/A
SYNCID0000016734,2.9219280948873623
SYNCID0000001479,1.0
SYNCID0000006235,3.4745081627049204
SYNCID0000007031,2.0
SYNCID0000006135,4.1380052972985615
SYNCID0000011076,N/A
SYNCID0000002346,2.617492461184755
SYNCID0000001076,3.770510615313857
SYNCID0000009304,3.108375700053941
SYNCID0000012298,N/A
SYNCID0000006143,3.813516327143201
SYNCID0000016110,N/A
SYNCID0000011511,N/A
SYNCID0000016662,1.0
SYNCID0000006986,N/A
SYNCID0000010251,N/A
SYNCID0000012142,1.0
SYNCID0000011756,4.755402483402523
SYNCID0000012152,N/A
SYNCID0000006469,3.7620735105779395
SYNCID0000009841,N/A
SYNCID0000004372,N/A
SYNCID0000004570,4.27218199593817
SYNCID0000015679,4.120046647463953
SYNCID0000001742,N/A
SYNCID0000007359,N/A
SYNCID0000011939,N/A
SYNCID0000011150,4.0845407180811275
SYNCID0000005314,N/A
SYNCID0000008883,1.0
SYNCID0000004900,3.106890595608519
SYNCID0000014622,N/A
SYNCID0000012365,N/A
SYNCID0000008943,2.3126365816594223
SYNCID0000001559,1.6767370300521325
SYNCID0000007566,N/A
SYNCID0000010447,N/A
SYNCID0000004758,N/A
SYNCID0000005805,N/A
SYNCID0000009083,4.456245070831911
SYNCID0000000087,3.6007667814697584
SYNCID0000014771,4.765666939950246
SYNCID0000002946,2.181899057917561
SYNCID0000002761,N/A
SYNCID0000007297,3.3772614784055515
SYNCID0000005327,2.7219280948873625
SYNCID0000002229,N/A
SYNCID0000009563,N/A
SYNCID0000011249,N/A
SYNCID0000012730,N/A
SYNCID0000006805,N/A
SYNCID0000015633,N/A
SYNCID0000007246,N/A
SYNCID0000013928,N/A
SYNCID0000013150,1.0
SYNCID0000011575,N/A
SYNCID0000014197,4.2048942630410275
SYNCID0000005322,3.722438500530197
SYNCID0000012584,2.4225797618424916
SYNCID0000013756,4.123073412443788
SYNCID0000016468,3.3908054820769817
SYNCID0000007562,N/A
SYNCID0000012046,3.0621735653919635
SYNCID0000002939,-0.0
SYNCID0000009934,0.8112781244591328
SYNCID0000015189,3.3839851221643755
SYNCID0000014256,N/A
SYNCID0000014229,N/A
SYNCID0000007881,N/A
SYNCID0000008559,2.75
SYNCID0000007951,N/A
SYNCID0000009324,-0.0
SYNCID0000002647,3.5378688103600444
SYNCID0000006310,1.0
SYNCID0000000505,3.8109051764601536
SYNCID0000004012,N/A
SYNCID0000010820,2.4056390622295662
SYNCID0000004804,3.8886637923731744
SYNCID0000010250,N/A
SYNCID0000016032,N/A
SYNCID0000009197,3.7124885486146884
SYNCID0000007750,1.584962500721156
SYNCID0000012133,3.5316306463679625
SYNCID0000012285,N/A
SYNCID0000005554,N/A
SYNCID0000005271,1.0389205950315936
SYNCID0000011922,N/A
SYNCID0000011241,1.9473387961875537
SYNCID0000013231,N/A
SYNCID0000010098,N/A
SYNCID0000001202,4.043056625038654
SYNCID0000006864,4.260527720125898
SYNCID0000009725,3.7072504511031346
SYNCID0000007466,N/A
SYNCID0000015140,N/A
SYNCID0000002814,0.9182958340544896
SYNCID0000014346,1.4466166676282084
SYNCID0000004287,N/A
SYNCID0000003597,N/A
SYNCID0000005202,3.7397869792568113
SYNCID0000004413,N/A
SYNCID0000001417,3.7000960462629475
SYNCID0000006122,4.178927617150882
SYNCID0000010917,4.1543554185128775
SYNCID0000014034,4.314889262128076
SYNCID0000005627,N/A
SYNCID0000015652,N/A
SYNCID0000007711,N/A
SYNCID0000015983,4.4683397835468375
SYNCID0000012357,2.521928094887362
SYNCID0000016080,N/A
SYNCID0000005821,N/A
SYNCID0000013625,2.0
SYNCID0000012648,N/A
SYNCID0000015749,1.584962500721156
SYNCID0000009498,3.0271691184406184
SYNCID0000011978,-0.0
SYNCID0000009120,2.403677461028802
SYNCID0000011964,3.5724694587701356
SYNCID0000000629,N/A
SYNCID0000008304,N/A
SYNCID0000009795,N/A
SYNCID0000004334,0.8112781244591328
SYNCID0000010451,3.2475289210807574
SYNCID0000004376,N/A
SYNCID0000013156,N/A
SYNCID0000015573,2.1382689280764646
SYNCID0000002591,1.792481250360578
SYNCID0000013680,3.1464393446710157
SYNCID0000009272,N/A
SYNCID0000001680,3.9404938894631436
SYNCID0000002032,3.8126284278815246
SYNCID0000002836,4.611187936493144
SYNCID0000010514,N/A
SYNCID0000005319,N/A
SYNCID0000005286,N/A
SYNCID0000015105,N/A
SYNCID0000005401,N/A
SYNCID0000000171,N/A
SYNCID0000009480,N/A
SYNCID0000013529,2.9420918598895947
SYNCID0000016388,3.9023572320811093
SYNCID0000016965,N/A
SYNCID0000004154,1.5
SYNCID0000005846,4.688721763478391
SYNCID0000010283,2.0
SYNCID0000003561,N/A
SYNCID0000000409,N/A
SYNCID0000011050,N/A
SYNCID0000002447,3.2729055953200556
SYNCID0000004803,3.6769447629717744
SYNCID0000015383,N/A
SYNCID0000014208,3.954542424309764
SYNCID0000010519,N/A
SYNCID0000012757,3.4388740814893928
SYNCID0000006887,2.0
SYNCID0000011204,2.321928094887362
