customer_id,credit_debit_ratio
SYNCID0000000210,0.152161803
SYNCID0000000211,0.16077269
SYNCID0000000212,0.125004581
SYNCID0000000213,2.342669874
SYNCID0000000214,237.9205494
SYNCID0000000215,0.024385089
SYNCID0000000216,1.543647929
SYNCID0000000217,0.229823289
SYNCID0000000218,0
SYNCID0000000219,6.031389147
SYNCID0000000220,0.160277937
SYNCID0000000221,0.107315201
SYNCID0000000222,0.052992192
SYNCID0000000223,0.162493754
SYNCID0000000224,5.60931711
SYNCID0000000225,0.286756367
SYNCID0000000226,4.788374483
SYNCID0000000227,8.226299674
SYNCID0000000228,0.604826759
SYNCID0000000229,1000000000
SYNCID0000000231,0.783628905
SYNCID0000000232,1.14416578
SYNCID0000000233,0.559770911
SYNCID0000000234,1000000000
SYNCID0000000235,1.699791976
SYNCID0000000236,1000000000
SYNCID0000000237,2.191364184
SYNCID0000000238,8.824805444
SYNCID0000000239,0
SYNCID0000000240,1000000000
SYNCID0000000241,0.113651236
SYNCID0000000242,46.82666667
SYNCID0000000243,0.196698489
SYNCID0000000244,0
SYNCID0000000245,2.291200592
SYNCID0000000246,0.354296339
SYNCID0000000247,0.521221854
SYNCID0000000248,2.76966863
SYNCID0000000249,3.344268634
SYNCID0000000250,0.257041889
SYNCID0000000251,33.48895566
SYNCID0000000252,14.98162213
SYNCID0000000254,1.131166049
SYNCID0000000255,1000000000
SYNCID0000000256,0.924117765
SYNCID0000000258,0.608611203
SYNCID0000000259,0.539681316
SYNCID0000000260,1.657944739
SYNCID0000000261,1.022766812
SYNCID0000000262,4.022714407
SYNCID0000000263,22.3277949
SYNCID0000000264,0
SYNCID0000000265,0.869130648
SYNCID0000000266,0
SYNCID0000000267,0.548747047
SYNCID0000000268,0.267990343
SYNCID0000000269,2.712364877
SYNCID0000000270,0.756343475
SYNCID0000000271,0.064617288
SYNCID0000000272,0.54059617
SYNCID0000000273,0.352876102
SYNCID0000000274,0.167949962
SYNCID0000000275,1.905219578
SYNCID0000000276,7.208936435
SYNCID0000000277,0
SYNCID0000000278,0.135936366
SYNCID0000000279,0.183050259
SYNCID0000000280,0.468003239
SYNCID0000000281,0.784283047
SYNCID0000000282,0
SYNCID0000000284,1.004566651
SYNCID0000000285,3.551069694
SYNCID0000000286,0.70813708
SYNCID0000000287,0.580944085
SYNCID0000000288,1.221711931
SYNCID0000000289,1.401036869
SYNCID0000000290,25.00592331
SYNCID0000000291,1.324034643
SYNCID0000000292,0
SYNCID0000000293,9.850896129
SYNCID0000000294,0.146926064
SYNCID0000000295,0.129903153
SYNCID0000000296,3.54431986
SYNCID0000000297,0
SYNCID0000000298,0.750316714
SYNCID0000000299,1.480795961
SYNCID0000000300,1.912982035
SYNCID0000000301,0.621802789
SYNCID0000000302,0.020645427
SYNCID0000000303,0.217162764
SYNCID0000000304,2.572518682
SYNCID0000000305,13.27856571
SYNCID0000000306,3.116000942
SYNCID0000000307,0.369838941
SYNCID0000000308,0.647913743
SYNCID0000000309,0.347297198
SYNCID0000000310,4.047106612
SYNCID0000000311,0.041281769
SYNCID0000000312,7.434787416
SYNCID0000000313,0.504164693
SYNCID0000000314,0
SYNCID0000000315,1.290920872
SYNCID0000000316,1.583359979
SYNCID0000000317,0.11760333
SYNCID0000000318,0.344900899
SYNCID0000000319,1.763893338
SYNCID0000000320,0.18749566
SYNCID0000000321,2.247946778
SYNCID0000000323,0.57106842
SYNCID0000000324,0.924101246
SYNCID0000000325,0.159185189
SYNCID0000000326,0.199764784
SYNCID0000000327,0.260893748
SYNCID0000000328,1.112646709
SYNCID0000000329,0.802740859
SYNCID0000000330,0.034108756
SYNCID0000000331,3.045641359
SYNCID0000000332,0.226917271
SYNCID0000000333,0.083964427
SYNCID0000000334,0.027556532
SYNCID0000000335,2.949469882
SYNCID0000000336,0.49179006
SYNCID0000000337,0.535743372
SYNCID0000000338,0.305537539
SYNCID0000000339,0.134816496
SYNCID0000000340,0.336546759
SYNCID0000000341,0.13050188
SYNCID0000000342,3.459508984
SYNCID0000000343,0.071161328
SYNCID0000000344,0.258596029
SYNCID0000000345,2.970876351
SYNCID0000000347,1.318723352
SYNCID0000000348,0
SYNCID0000000349,0.527809573
SYNCID0000000350,0.560461806
SYNCID0000000351,0.341815879
SYNCID0000000352,0.804153099
SYNCID0000000353,0.725157244
SYNCID0000000354,0
SYNCID0000000355,0.799662546
SYNCID0000000356,0.158029545
SYNCID0000000357,0.57407571
SYNCID0000000358,2.629550464
SYNCID0000000359,0.138442697
SYNCID0000000360,0.112702471
SYNCID0000000361,0.365409056
SYNCID0000000362,0.544252485
SYNCID0000000363,0.469172533
SYNCID0000000364,0.219947825
SYNCID0000000365,0.234306863
SYNCID0000000366,3.102037638
SYNCID0000000367,0.148016167
SYNCID0000000369,4.591136602
SYNCID0000000370,0.194015467
SYNCID0000000371,0.264912159
SYNCID0000000372,0.385299642
SYNCID0000000373,8.260277841
SYNCID0000000374,9.615796881
SYNCID0000000376,0
SYNCID0000000377,12.792723
SYNCID0000000378,0.352489392
SYNCID0000000379,0.805589866
SYNCID0000000380,0.78605574
SYNCID0000000381,97.59195342
SYNCID0000000382,0
SYNCID0000000383,0.578608096
SYNCID0000000384,0.931033449
SYNCID0000000385,0.24598259
SYNCID0000000386,0.024145935
SYNCID0000000387,0.026726842
SYNCID0000000388,0.236317168
SYNCID0000000389,0.258496047
SYNCID0000000390,0
SYNCID0000000391,0.247992502
SYNCID0000000392,1.132536829
SYNCID0000000393,0.200496583
SYNCID0000000394,0.46043023
SYNCID0000000395,2.077459317
SYNCID0000000396,0.80416173
SYNCID0000000397,0.5012381
SYNCID0000000398,28.80943827
SYNCID0000000400,0.963967023
SYNCID0000000401,0.494285756
SYNCID0000000402,0.566686512
SYNCID0000000403,1.297914984
SYNCID0000000404,0
SYNCID0000000405,0
SYNCID0000000406,0.100764659
SYNCID0000000407,0.150179144
SYNCID0000000409,0.051350206
SYNCID0000000410,0.155425147
SYNCID0000000411,0.601670807
SYNCID0000000412,0.094892885
SYNCID0000000413,0.270491142
SYNCID0000000414,1.475208639
SYNCID0000000416,0.358476079
SYNCID0000000417,2.466080685
SYNCID0000000418,0.120109829
SYNCID0000000419,0.361498207
SYNCID0000000420,1000000000
SYNCID0000000422,0.245799753
SYNCID0000000423,3.337643706
SYNCID0000000424,0.524123371
SYNCID0000000425,0
SYNCID0000000426,0.159125105
SYNCID0000000427,0.290365584
SYNCID0000000428,0.181559409
SYNCID0000000429,0.042303712
SYNCID0000000430,0.107788849
SYNCID0000000431,1.57331153
SYNCID0000000432,0.138000581
SYNCID0000000433,0.956889399
SYNCID0000000434,1.125723837
SYNCID0000000435,0.141784458
SYNCID0000000436,0.826446239
SYNCID0000000437,0.268605784
SYNCID0000000438,1.377237604
SYNCID0000000439,0.731805773
SYNCID0000000440,0.25441544
SYNCID0000000443,12.17626312
SYNCID0000000444,0.047861308
SYNCID0000000445,2.980946457
SYNCID0000000446,0.689758369
SYNCID0000000447,0
SYNCID0000000448,0.615702048
SYNCID0000000449,0.567652443
SYNCID0000000450,0
SYNCID0000000451,0.14611958
SYNCID0000000452,0.320932471
SYNCID0000000453,0.339903417
SYNCID0000000454,0.387084376
SYNCID0000000455,46.70988587
SYNCID0000000456,1.307997786
SYNCID0000000457,0.009773164
SYNCID0000000458,0
SYNCID0000000459,1.644394966
SYNCID0000000460,6.698012377
SYNCID0000000461,0.919593161
SYNCID0000000462,22.22856394
SYNCID0000000463,0
SYNCID0000000464,0.037927231
SYNCID0000000465,0
SYNCID0000000466,0.011740748
SYNCID0000000467,0.930886391
SYNCID0000000468,0
SYNCID0000000469,0.217934202
SYNCID0000000470,1.385279959
SYNCID0000000471,58.1649507
SYNCID0000000472,0.864889952
SYNCID0000000473,0.212961447
SYNCID0000000474,7.163293187
SYNCID0000000475,105.599248
SYNCID0000000476,3.284985917
SYNCID0000000477,0.895842166
SYNCID0000000478,0.11561858
SYNCID0000000479,0.741111273
SYNCID0000000480,0.87721104
SYNCID0000000481,0.854226052
SYNCID0000000482,0.139929153
SYNCID0000000483,34.39062224
SYNCID0000000484,0.000769183
SYNCID0000000485,2.0553748
SYNCID0000000486,0.879069857
SYNCID0000000487,3.344724789
SYNCID0000000488,0
SYNCID0000000489,0.744129393
SYNCID0000000490,0.486196117
SYNCID0000000491,0.419076657
SYNCID0000000492,1.004247535
SYNCID0000000494,0.777645112
SYNCID0000000495,0.862566716
SYNCID0000000496,0.468567173
SYNCID0000000497,3.608938482
SYNCID0000000498,1.002797635
SYNCID0000000499,0.718939568
SYNCID0000000500,0.356707965
SYNCID0000000501,1000000000
SYNCID0000000502,0.584862377
SYNCID0000000503,0.258975562
SYNCID0000000504,0.488334204
SYNCID0000000505,2.046763596
SYNCID0000000506,0.755840872
SYNCID0000000507,0.05860002
SYNCID0000000508,0.229969099
SYNCID0000000509,3.569046441
SYNCID0000000510,0
SYNCID0000000511,0
SYNCID0000000513,0.20809852
SYNCID0000000514,7.102879576
SYNCID0000000515,0
SYNCID0000000516,1.674827994
SYNCID0000000517,0.611498847
SYNCID0000000518,0.044469257
SYNCID0000000519,1.510157719
SYNCID0000000520,1.020196609
SYNCID0000000521,0.197029386
SYNCID0000000522,0.48454249
SYNCID0000000523,0.675044717
SYNCID0000000524,0.25237503
SYNCID0000000525,0.074929093
SYNCID0000000526,3.112924972
SYNCID0000000527,0.654893757
SYNCID0000000529,0
SYNCID0000000530,0.021797999
SYNCID0000000531,0.22188531
SYNCID0000000532,0.004368546
SYNCID0000000533,0.551656169
SYNCID0000000534,2.340257687
SYNCID0000000535,0.530186979
SYNCID0000000536,0.568501371
SYNCID0000000537,0.149683249
SYNCID0000000538,0
SYNCID0000000539,0.993481669
SYNCID0000000540,7.516687332
SYNCID0000000541,0
SYNCID0000000542,0.710009642
SYNCID0000000543,1.561947347
SYNCID0000000544,0.424768225
SYNCID0000000545,20.75285015
SYNCID0000000547,0.049820623
SYNCID0000000548,2.199618844
SYNCID0000000549,0.549196419
SYNCID0000000550,0.826012985
SYNCID0000000551,0.277893013
SYNCID0000000552,1.743850235
SYNCID0000000554,0
SYNCID0000000555,4.801114246
SYNCID0000000556,0.167490099
SYNCID0000000557,1.128901973
SYNCID0000000558,0.119021787
SYNCID0000000560,0.308910879
SYNCID0000000561,1.325699885
SYNCID0000000562,2.475730254
SYNCID0000000563,0.091039512
SYNCID0000000564,0.149262069
SYNCID0000000565,0.072257688
SYNCID0000000566,1.035357018
SYNCID0000000568,0.18869798
SYNCID0000000569,0.486482948
SYNCID0000000570,0.60113227
SYNCID0000000571,0.081453916
SYNCID0000000572,1.477477433
SYNCID0000000573,1.064161456
SYNCID0000000574,1.662080538
SYNCID0000000575,1.669075899
SYNCID0000000576,0.422863689
SYNCID0000000577,1.864571939
SYNCID0000000578,0.134099077
SYNCID0000000579,6.442345149
SYNCID0000000580,0.86058255
SYNCID0000000581,0.021546243
SYNCID0000000582,0.00043346
SYNCID0000000583,0.456323652
SYNCID0000000584,0.247348479
SYNCID0000000585,0.010578482
SYNCID0000000586,0.675234463
SYNCID0000000587,0.612702934
SYNCID0000000588,0.74531657
SYNCID0000000589,2.148687151
SYNCID0000000590,0
SYNCID0000000591,0.258791428
SYNCID0000000592,0.705121638
SYNCID0000000593,0.294930271
SYNCID0000000594,1.414228128
SYNCID0000000595,0.437518104
SYNCID0000000596,0.385096135
SYNCID0000000598,0
SYNCID0000000599,0.122496754
SYNCID0000000600,0.115548108
SYNCID0000000601,0.851465477
SYNCID0000000602,0
SYNCID0000000603,0.464477651
SYNCID0000000605,2.197600776
SYNCID0000000606,18.53731824
SYNCID0000000607,0.642220266
SYNCID0000000608,0.750192661
SYNCID0000000609,0
SYNCID0000000610,4.536443574
SYNCID0000000611,1.156098802
SYNCID0000000612,0.728152052
SYNCID0000000613,1000000000
SYNCID0000000614,0.149291853
SYNCID0000000615,0.476246133
SYNCID0000000616,0.043861862
SYNCID0000000617,0.06215721
SYNCID0000000618,2.111453766
SYNCID0000000619,0.978180545
SYNCID0000000620,0.07939722
SYNCID0000000621,4.081837074
SYNCID0000000622,0.450031645
SYNCID0000000623,1.873482612
SYNCID0000000624,0.349884245
SYNCID0000000625,0.036089982
SYNCID0000000626,1000000000
SYNCID0000000627,0.247322524
SYNCID0000000628,0.087342749
SYNCID0000000629,2.372002834
SYNCID0000000630,1.316902978
SYNCID0000000631,0.036247029
SYNCID0000000632,0.216546133
SYNCID0000000633,0.50363559
SYNCID0000000634,1.463715099
SYNCID0000000635,0.014649881
SYNCID0000000636,0.326026791
SYNCID0000000637,0.08694371
SYNCID0000000638,2.523808116
SYNCID0000000639,1.73495716
SYNCID0000000640,0.565436547
SYNCID0000000641,4.662474322
SYNCID0000000642,0.078672384
SYNCID0000000643,1.45120667
SYNCID0000000644,0.018370127
SYNCID0000000646,5.865197611
SYNCID0000000647,4.207506661
SYNCID0000000648,0.497165916
SYNCID0000000649,0.208015029
SYNCID0000000650,0.017351337
SYNCID0000000651,0
SYNCID0000000652,0.476766477
SYNCID0000000653,81.44610213
SYNCID0000000654,0.143834115
SYNCID0000000655,0.572933775
SYNCID0000000656,1.875541279
SYNCID0000000657,1.908453536
SYNCID0000000658,20.96890462
SYNCID0000000659,0
SYNCID0000000660,0.011429923
SYNCID0000000661,0.070378399
SYNCID0000000662,0.194543382
SYNCID0000000663,1.646731341
SYNCID0000000664,0.352633207
SYNCID0000000665,0.239611577
SYNCID0000000666,2.135965121
SYNCID0000000667,0.043392491
SYNCID0000000668,0.343311298
SYNCID0000000669,2.59470803
SYNCID0000000670,0.721450575
SYNCID0000000671,0.356160278
SYNCID0000000672,0.065593517
SYNCID0000000673,2.986320647
SYNCID0000000674,0.542815448
SYNCID0000000675,0.030595409
SYNCID0000000676,0.379387744
SYNCID0000000678,0.24055516
SYNCID0000000679,0.005186979
SYNCID0000000680,0.021107446
SYNCID0000000681,1.868540488
SYNCID0000000682,0.225546918
SYNCID0000000683,1.775958072
SYNCID0000000684,2.088585052
SYNCID0000000685,38.17131783
SYNCID0000000686,1.339070725
SYNCID0000000687,0.012899343
SYNCID0000000688,2.7808147
SYNCID0000000689,0.675785543
SYNCID0000000690,0.931221791
SYNCID0000000691,0.099841126
SYNCID0000000692,0.6686895
SYNCID0000000693,0.396618997
SYNCID0000000694,0.483499482
SYNCID0000000695,0.412183748
SYNCID0000000696,0.393119342
SYNCID0000000697,1000000000
SYNCID0000000698,0.171809348
SYNCID0000000699,0.648499672
SYNCID0000000700,0.256044871
SYNCID0000000701,0.005177878
SYNCID0000000702,1.056738016
SYNCID0000000703,1.035039447
SYNCID0000000704,9.342418653
SYNCID0000000705,1.014507236
SYNCID0000000706,1.826555928
SYNCID0000000707,2.458329605
SYNCID0000000708,12.10942837
SYNCID0000000709,1.949706116
SYNCID0000000710,0.551098459
SYNCID0000000711,0.407230373
SYNCID0000000712,50.88823053
SYNCID0000000713,0.625008667
SYNCID0000000714,7.1141307
SYNCID0000000715,0.250648714
SYNCID0000000716,6.522526274
SYNCID0000000717,2.933889199
SYNCID0000000718,0.772731801
SYNCID0000000720,0.819704489
SYNCID0000000721,0.048033459
SYNCID0000000722,0.255595633
SYNCID0000000723,4.129961672
SYNCID0000000724,0
SYNCID0000000725,71.22188736
SYNCID0000000726,0
SYNCID0000000728,0.198797166
SYNCID0000000729,1000000000
SYNCID0000000730,0.946194653
SYNCID0000000731,8.19354749
SYNCID0000000733,1.969944266
SYNCID0000000735,2.021432921
SYNCID0000000736,2.916578194
SYNCID0000000737,0
SYNCID0000000738,1.180986975
SYNCID0000000739,0.69884053
SYNCID0000000740,3.216426233
SYNCID0000000741,0.022519386
SYNCID0000000742,30.97683684
SYNCID0000000743,0.710965443
SYNCID0000000744,0.351874734
SYNCID0000000745,14.8827297
SYNCID0000000746,0
SYNCID0000000747,0
SYNCID0000000748,1.394985131
SYNCID0000000749,0.070701396
SYNCID0000000750,0.246914424
SYNCID0000000751,0.45489088
SYNCID0000000752,0.030599171
SYNCID0000000753,0.420652907
SYNCID0000000754,0.642724679
SYNCID0000000755,0.755899972
SYNCID0000000756,1.021586038
SYNCID0000000757,0.082125856
SYNCID0000000759,0.838313108
SYNCID0000000760,2.471767136
SYNCID0000000761,0.869285876
SYNCID0000000762,0.284430116
SYNCID0000000763,0
SYNCID0000000764,51.59798411
SYNCID0000000765,0.190342953
SYNCID0000000766,0.255725473
SYNCID0000000767,0.361807049
SYNCID0000000768,1000000000
SYNCID0000000769,0.583300415
SYNCID0000000770,0.470476341
SYNCID0000000771,0.013674393
SYNCID0000000772,1.553779357
SYNCID0000000773,0.043937466
SYNCID0000000774,5.389983309
SYNCID0000000775,1.105316128
SYNCID0000000776,0.312224418
SYNCID0000000777,0.717742866
SYNCID0000000778,0.273454558
SYNCID0000000779,309.9815454
SYNCID0000000780,0.090034612
SYNCID0000000781,0
SYNCID0000000782,0.620555374
SYNCID0000000785,0.183244278
SYNCID0000000786,11.48778205
SYNCID0000000787,0.220882332
SYNCID0000000788,0.003331774
SYNCID0000000789,11.49287491
SYNCID0000000790,0.174835771
SYNCID0000000791,1.477322371
SYNCID0000000792,1.14318335
SYNCID0000000793,0.220465237
SYNCID0000000794,1.363394852
SYNCID0000000795,0.123249417
SYNCID0000000796,0.070399777
SYNCID0000000797,1.819031577
SYNCID0000000798,5.742600173
SYNCID0000000799,0.829220742
SYNCID0000000800,4.455991965
SYNCID0000000801,0.857811384
SYNCID0000000802,1000000000
SYNCID0000000803,0.517807764
SYNCID0000000804,0.369712492
SYNCID0000000805,10.65472987
SYNCID0000000806,2.631279443
SYNCID0000000807,1.775342994
SYNCID0000000808,1.065897335
SYNCID0000000809,0.117381009
SYNCID0000000810,0.83092387
SYNCID0000000811,0.786131413
SYNCID0000000812,0.82459124
SYNCID0000000813,0.596509162
SYNCID0000000814,6.198265022
SYNCID0000000815,1.811594776
SYNCID0000000816,1.698948359
SYNCID0000000817,1.012782868
SYNCID0000000818,0.548396854
SYNCID0000000819,0.968560607
SYNCID0000000820,1.039898347
SYNCID0000000821,1.09230832
SYNCID0000000822,0.436763189
SYNCID0000000823,2.183423657
SYNCID0000000824,0.279507259
SYNCID0000000825,1.171134687
SYNCID0000000826,0.510921891
SYNCID0000000827,1.987247324
SYNCID0000000828,0.097936594
SYNCID0000000829,0.12088477
SYNCID0000000830,1.028137525
SYNCID0000000831,0.31735528
SYNCID0000000832,0.536246285
SYNCID0000000833,1.298431427
SYNCID0000000834,1.21994092
SYNCID0000000835,0
SYNCID0000000836,0.177565754
SYNCID0000000837,5.638868976
SYNCID0000000838,3.4445744
SYNCID0000000839,0.964317108
SYNCID0000000840,0.173824995
SYNCID0000000841,3.608947579
SYNCID0000000842,2.329746633
SYNCID0000000843,0.157155558
SYNCID0000000844,0.400923537
SYNCID0000000845,0.609948202
SYNCID0000000846,0.419269794
SYNCID0000000847,1.422046191
SYNCID0000000848,0.46513185
SYNCID0000000849,0.01881026
SYNCID0000000850,1.414745292
SYNCID0000000851,0.212042492
SYNCID0000000852,1.314857065
SYNCID0000000853,3.36153759
SYNCID0000000854,19.6484708
SYNCID0000000855,1.205763109
SYNCID0000000856,1.995516605
SYNCID0000000857,0
SYNCID0000000858,0.222158794
SYNCID0000000860,0.456002946
SYNCID0000000861,2.742454389
SYNCID0000000862,0.559055758
SYNCID0000000863,0.239930418
SYNCID0000000864,0.045639199
SYNCID0000000865,0.387977583
SYNCID0000000866,1.229035232
SYNCID0000000868,2.687906204
SYNCID0000000869,0.192129005
SYNCID0000000870,5.789924677
SYNCID0000000871,0.116186976
SYNCID0000000872,0.086542207
SYNCID0000000873,0.042634439
SYNCID0000000874,2.811796862
SYNCID0000000875,0.282469257
SYNCID0000000876,7.718874821
SYNCID0000000877,1.223191191
SYNCID0000000878,0.591612557
SYNCID0000000879,3.799353476
SYNCID0000000880,0.99067201
SYNCID0000000881,4.332027857
SYNCID0000000882,4.778946549
SYNCID0000000883,0.181138736
SYNCID0000000884,4.701750558
SYNCID0000000885,0
SYNCID0000000886,0.84634203
SYNCID0000000887,1.710286067
SYNCID0000000888,1.725296129
SYNCID0000000889,0.885114785
SYNCID0000000890,21.02068156
SYNCID0000000891,0.233276251
SYNCID0000000892,0.731780746
SYNCID0000000893,0.271395807
SYNCID0000000894,0.166778411
SYNCID0000000895,0
SYNCID0000000896,0.607867795
SYNCID0000000897,0
SYNCID0000000898,0.511543356
SYNCID0000000899,0.869624116
SYNCID0000000900,0.546118436
SYNCID0000000901,1.69519478
SYNCID0000000902,2.878771472
SYNCID0000000904,0.475555326
SYNCID0000000905,0.503281744
SYNCID0000000906,0.677275854
SYNCID0000000907,1.100313842
SYNCID0000000909,1.688713055
SYNCID0000000910,0.420628191
SYNCID0000000911,0.2305708
SYNCID0000000912,2.382385053
SYNCID0000000913,20.61189863
SYNCID0000000914,0.953111964
SYNCID0000000915,1.346423813
SYNCID0000000916,0.579697927
SYNCID0000000917,0.110516771
SYNCID0000000918,0.672493686
SYNCID0000000919,0.986989134
SYNCID0000000920,0.312618145
SYNCID0000000921,0.731086708
SYNCID0000000922,0.699845058
SYNCID0000000923,0.091226691
SYNCID0000000924,0
SYNCID0000000925,3.266237958
SYNCID0000000926,2.384119295
SYNCID0000000927,28.90924504
SYNCID0000000928,0.061891683
SYNCID0000000929,0.013127339
SYNCID0000000930,0
SYNCID0000000931,0.62096564
SYNCID0000000932,0.80895146
SYNCID0000000933,2.473373675
SYNCID0000000934,1.225520673
SYNCID0000000935,0.600861791
SYNCID0000000936,0
SYNCID0000000937,0.249854492
