customer_id,credit_total_amount_ratio,debit_total_amount_ratio
SYNCID0000000104,0.8416132041897909,0.158386795810209
SYNCID0000000105,0.655450842605706,0.3445491573942941
SYNCID0000000106,0.30387361917723077,0.6961263808227692
SYNCID0000000107,0.23985937598150434,0.7601406240184957
SYNCID0000000108,0.32105240246893296,0.6789475975310669
SYNCID0000000109,0.46468525144776174,0.5353147485522382
SYNCID0000000110,0.27908343960091003,0.72091656039909
SYNCID0000000111,0.2775477393877645,0.7224522606122354
SYNCID0000000112,0.9834364732416329,0.016563526758367208
SYNCID0000000113,0.675997965948826,0.32400203405117395
SYNCID0000000114,0.0,1.0
SYNCID0000000115,0.10771553343803295,0.8922844665619671
SYNCID0000000116,0.24341623331352036,0.7565837666864796
SYNCID0000000117,0.4011570015029373,0.5988429984970627
SYNCID0000000118,0.5327036981910594,0.4672963018089406
SYNCID0000000119,0.09111461032654294,0.9088853896734571
SYNCID0000000120,0.5071981111194537,0.4928018888805462
SYNCID0000000122,0.9502314796973946,0.049768520302605326
SYNCID0000000123,0.8430058113882513,0.1569941886117488
SYNCID0000000124,0.8890367791011962,0.11096322089880394
SYNCID0000000125,0.41941926694916226,0.5805807330508377
SYNCID0000000126,0.82597630996565,0.17402369003435003
SYNCID0000000127,0.3237992863595107,0.6762007136404894
SYNCID0000000128,0.5440836115900912,0.4559163884099088
SYNCID0000000129,0.7622543720954549,0.2377456279045451
SYNCID0000000131,0.21706968288308637,0.7829303171169135
SYNCID0000000132,0.30012699758156297,0.6998730024184371
SYNCID0000000133,0.2685287968193072,0.7314712031806928
SYNCID0000000134,0.3184722647187259,0.6815277352812741
SYNCID0000000135,0.6732037193575655,0.3267962806424345
SYNCID0000000136,0.5073275637801558,0.4926724362198443
SYNCID0000000137,0.7109645431283894,0.2890354568716106
SYNCID0000000138,0.4878264683344841,0.5121735316655159
SYNCID0000000139,0.6022701790526287,0.3977298209473712
SYNCID0000000140,0.17473929926237425,0.8252607007376258
SYNCID0000000141,0.38507581051119805,0.614924189488802
SYNCID0000000142,0.14106825843156642,0.8589317415684334
SYNCID0000000143,0.5809019694264003,0.4190980305735998
SYNCID0000000144,0.32482126455558086,0.6751787354444191
SYNCID0000000145,0.06543452338292537,0.9345654766170746
SYNCID0000000146,0.20797494302666386,0.7920250569733361
SYNCID0000000147,0.20392920575496182,0.7960707942450382
SYNCID0000000148,0.6479285871033518,0.3520714128966483
SYNCID0000000149,0.18868860694309894,0.8113113930569009
SYNCID0000000150,0.8844764680480031,0.11552353195199686
SYNCID0000000151,0.34127308684623453,0.6587269131537655
SYNCID0000000152,0.5678152639372473,0.4321847360627526
SYNCID0000000153,0.7287078715767454,0.2712921284232546
SYNCID0000000154,0.32442960205887705,0.675570397941123
SYNCID0000000155,0.0,1.0
SYNCID0000000156,0.2533981692497756,0.7466018307502245
SYNCID0000000158,0.0,1.0
SYNCID0000000159,0.13255813055761997,0.86744186944238
SYNCID0000000160,0.933439910645027,0.06656008935497312
SYNCID0000000161,0.8853756779112028,0.1146243220887972
SYNCID0000000162,0.3612761866756729,0.638723813324327
SYNCID0000000163,0.5188833260774923,0.4811166739225077
SYNCID0000000164,0.6049195575267694,0.3950804424732306
SYNCID0000000165,0.30592056624987796,0.694079433750122
SYNCID0000000166,0.12195886309997964,0.8780411369000203
SYNCID0000000167,0.0886425160703373,0.9113574839296626
SYNCID0000000169,0.4859197241790551,0.514080275820945
SYNCID0000000170,0.5995727647292782,0.40042723527072177
SYNCID0000000171,0.0,1.0
SYNCID0000000172,0.35765033830662923,0.6423496616933707
SYNCID0000000173,0.11011128778542069,0.8898887122145794
SYNCID0000000174,0.0,1.0
SYNCID0000000175,0.8612510360557669,0.13874896394423308
SYNCID0000000177,0.6874143337261215,0.31258566627387846
SYNCID0000000178,0.9162186415340507,0.08378135846594931
SYNCID0000000179,0.0,1.0
SYNCID0000000180,0.13766629618246518,0.8623337038175348
SYNCID0000000181,0.9613251485278871,0.03867485147211296
SYNCID0000000182,0.33253952435158995,0.66746047564841
SYNCID0000000183,0.0,1.0
SYNCID0000000184,0.38120092603892747,0.6187990739610726
SYNCID0000000185,0.5082646318535905,0.4917353681464095
SYNCID0000000186,0.3448646078574222,0.6551353921425779
SYNCID0000000187,0.76625047677256,0.23374952322744003
SYNCID0000000188,0.4772603009343801,0.5227396990656199
SYNCID0000000189,0.261341175432102,0.738658824567898
SYNCID0000000190,0.0,1.0
SYNCID0000000191,0.004235891571036664,0.9957641084289632
SYNCID0000000192,0.05373125372811726,0.9462687462718828
SYNCID0000000193,0.8649718599051657,0.13502814009483435
SYNCID0000000194,0.9993284362843806,0.0006715637156192976
SYNCID0000000195,0.028623056191041874,0.971376943808958
SYNCID0000000196,0.2806475598299306,0.7193524401700695
SYNCID0000000197,0.2358933228021391,0.7641066771978609
SYNCID0000000198,0.3826692013065443,0.6173307986934556
SYNCID0000000199,0.08925436418620268,0.9107456358137974
SYNCID0000000200,0.8430557210078027,0.15694427899219726
SYNCID0000000201,0.0,1.0
SYNCID0000000202,0.3400922690762904,0.6599077309237095
SYNCID0000000203,0.0801678682148963,0.9198321317851037
SYNCID0000000204,0.438990079172554,0.561009920827446
SYNCID0000000205,0.5372501164549021,0.46274988354509783
SYNCID0000000207,0.5182220896695613,0.4817779103304388
SYNCID0000000208,0.12843670778628732,0.8715632922137126
SYNCID0000000209,0.8481479324421564,0.15185206755784358
SYNCID0000000210,0.13206634925570787,0.8679336507442921
SYNCID0000000211,0.13850488666559305,0.861495113334407
SYNCID0000000212,0.11111473100712425,0.8888852689928757
SYNCID0000000213,0.7008379416120727,0.29916205838792737
SYNCID0000000214,0.9958145082021167,0.004185491797883225
SYNCID0000000215,0.023804611141970987,0.976195388858029
SYNCID0000000216,0.6068638317513446,0.3931361682486553
SYNCID0000000217,0.18687505018544934,0.8131249498145507
SYNCID0000000218,0.0,1.0
SYNCID0000000219,0.8577805922628762,0.14221940773712388
SYNCID0000000220,0.1381375373576617,0.8618624626423382
SYNCID0000000221,0.0969147727443966,0.9030852272556034
SYNCID0000000222,0.05032534205551832,0.9496746579444817
SYNCID0000000223,0.1397803240139574,0.8602196759860425
SYNCID0000000224,0.8486984383860343,0.15130156161396563
SYNCID0000000225,0.2228521066696992,0.7771478933303008
SYNCID0000000226,0.8272399266831845,0.1727600733168156
SYNCID0000000227,0.8916141860435858,0.10838581395641422
SYNCID0000000228,0.3768797817987034,0.6231202182012966
SYNCID0000000229,1.0,0.0
SYNCID0000000231,0.43934526006051194,0.5606547399394881
SYNCID0000000232,0.533618151380895,0.466381848619105
SYNCID0000000233,0.358880209223767,0.641119790776233
SYNCID0000000234,1.0,0.0
SYNCID0000000235,0.6296010919163461,0.37039890808365405
SYNCID0000000236,1.0,0.0
SYNCID0000000237,0.686654376553111,0.31334562344688893
SYNCID0000000238,0.89821681399108,0.10178318600891999
SYNCID0000000239,0.0,1.0
SYNCID0000000240,1.0,0.0
SYNCID0000000241,0.10205280822367625,0.8979471917763238
SYNCID0000000242,0.9790911625313633,0.020908837468636744
SYNCID0000000243,0.16436762560633758,0.8356323743936624
SYNCID0000000244,0.0,1.0
SYNCID0000000245,0.696159510156448,0.3038404898435521
SYNCID0000000246,0.26160916821202124,0.7383908317879788
SYNCID0000000247,0.3426336878108673,0.6573663121891327
SYNCID0000000248,0.7347246938284827,0.26527530617151734
SYNCID0000000249,0.769811656650359,0.23018834334964097
SYNCID0000000250,0.20448156188062078,0.7955184381193793
SYNCID0000000251,0.9710052107711912,0.02899478922880882
SYNCID0000000252,0.9374281288754204,0.06257187112457968
SYNCID0000000254,0.5307733057633631,0.4692266942366368
SYNCID0000000255,1.0,0.0
SYNCID0000000256,0.4802812912917581,0.519718708708242
SYNCID0000000258,0.3783457442674937,0.6216542557325062
SYNCID0000000259,0.350514947591801,0.6494850524081989
SYNCID0000000260,0.6237694541700163,0.3762305458299837
SYNCID0000000261,0.5056276411598326,0.49437235884016745
SYNCID0000000262,0.8009044674025584,0.19909553259744167
SYNCID0000000263,0.9571326820937187,0.042867317906281226
SYNCID0000000264,0.0,1.0
SYNCID0000000265,0.46499191948251517,0.5350080805174847
SYNCID0000000266,0.0,1.0
SYNCID0000000267,0.35431676738932383,0.6456832326106763
SYNCID0000000268,0.21135046071908312,0.7886495392809169
SYNCID0000000269,0.7306299264475191,0.2693700735524809
SYNCID0000000270,0.43063528618020186,0.5693647138197981
SYNCID0000000271,0.06069532054143796,0.9393046794585621
SYNCID0000000272,0.3509006320981184,0.6490993679018817
SYNCID0000000273,0.2608340124053645,0.7391659875946356
SYNCID0000000274,0.14379893644511338,0.8562010635548867
SYNCID0000000275,0.6557919381698984,0.3442080618301015
SYNCID0000000276,0.8781815393534649,0.12181846064653515
SYNCID0000000277,0.0,1.0
SYNCID0000000278,0.1196689976542669,0.8803310023457331
SYNCID0000000279,0.15472737304668258,0.8452726269533175
SYNCID0000000280,0.3188025931201269,0.6811974068798731
SYNCID0000000281,0.43955080343335207,0.5604491965666479
SYNCID0000000282,0.0,1.0
SYNCID0000000284,0.5011390618096392,0.4988609381903608
SYNCID0000000285,0.7802714378669253,0.21972856213307457
SYNCID0000000286,0.4145668916629548,0.5854331083370452
SYNCID0000000287,0.3674665604015934,0.6325334395984065
SYNCID0000000288,0.5498966423558956,0.45010335764410425
SYNCID0000000289,0.5835132675329471,0.4164867324670529
SYNCID0000000290,0.9615472218305372,0.03845277816946277
SYNCID0000000291,0.5697138152012002,0.4302861847987997
SYNCID0000000292,0.0,1.0
SYNCID0000000293,0.9078417129717451,0.09215828702825495
SYNCID0000000294,0.12810421546785886,0.8718957845321411
SYNCID0000000295,0.1149683957522042,0.8850316042477959
SYNCID0000000296,0.7799450674979311,0.22005493250206887
SYNCID0000000297,0.0,1.0
SYNCID0000000298,0.4286748265597269,0.571325173440273
SYNCID0000000299,0.5969035680979673,0.40309643190203265
SYNCID0000000300,0.6567091770543385,0.3432908229456615
SYNCID0000000301,0.38340221961303445,0.6165977803869654
SYNCID0000000302,0.020227814696727082,0.979772185303273
SYNCID0000000303,0.17841719345989762,0.8215828065401024
SYNCID0000000304,0.7200854385527032,0.27991456144729676
SYNCID0000000305,0.9299649544648595,0.07003504553514049
SYNCID0000000306,0.7570457310431803,0.24295426895681974
SYNCID0000000307,0.26998717158678054,0.7300128284132195
SYNCID0000000308,0.39317212195065104,0.606827878049349
SYNCID0000000309,0.25777326518183785,0.742226734818162
SYNCID0000000310,0.8018666778889078,0.19813332211109225
SYNCID0000000311,0.03964514740787447,0.9603548525921255
SYNCID0000000312,0.8814433665451289,0.11855663345487119
SYNCID0000000313,0.3351791829968075,0.6648208170031925
SYNCID0000000314,0.0,1.0
SYNCID0000000315,0.5634943082921395,0.43650569170786047
SYNCID0000000316,0.6129072184243932,0.3870927815756068
SYNCID0000000317,0.10522814946988777,0.8947718505301122
SYNCID0000000318,0.25645079072506094,0.743549209274939
SYNCID0000000319,0.6381915371762201,0.36180846282377993
SYNCID0000000320,0.15789165935106406,0.842108340648936
SYNCID0000000321,0.6921131815883961,0.3078868184116038
SYNCID0000000323,0.3634904838676301,0.63650951613237
SYNCID0000000324,0.4802768295014847,0.5197231704985152
SYNCID0000000325,0.13732507181887346,0.8626749281811266
SYNCID0000000326,0.16650328985580518,0.8334967101441948
SYNCID0000000327,0.2069117628705272,0.7930882371294729
SYNCID0000000328,0.5266600913671847,0.47333990863281517
SYNCID0000000329,0.44528910237265096,0.5547108976273492
SYNCID0000000330,0.03298372213963892,0.967016277860361
SYNCID0000000331,0.7528204032007929,0.24717959679920704
SYNCID0000000332,0.18494912109612316,0.815050878903877
SYNCID0000000333,0.07746050007288509,0.9225394999271148
SYNCID0000000334,0.02681753392454293,0.9731824660754571
SYNCID0000000335,0.7468014620106019,0.2531985379893981
SYNCID0000000336,0.32966439009507736,0.6703356099049226
SYNCID0000000337,0.3488495420941023,0.6511504579058977
SYNCID0000000338,0.23403198303898454,0.7659680169610155
SYNCID0000000339,0.11880026128552046,0.8811997387144794
SYNCID0000000340,0.25180320624639835,0.7481967937536016
SYNCID0000000341,0.11543711859128562,0.8845628814087144
SYNCID0000000342,0.7757600660349824,0.22423993396501768
SYNCID0000000343,0.06643380989475667,0.9335661901052434
SYNCID0000000344,0.20546388441949345,0.7945361155805065
SYNCID0000000345,0.7481664217984741,0.25183357820152574
SYNCID0000000347,0.5687281973335411,0.431271802666459
SYNCID0000000348,0.0,1.0
SYNCID0000000349,0.34546816717696344,0.6545318328230365
SYNCID0000000350,0.35916406543904356,0.6408359345609566
SYNCID0000000351,0.254741268620532,0.745258731379468
SYNCID0000000352,0.44572331439634866,0.5542766856036514
SYNCID0000000353,0.42034269443051764,0.5796573055694824
SYNCID0000000354,0.0,1.0
SYNCID0000000355,0.4443402725352672,0.5556597274647328
SYNCID0000000356,0.13646417399956795,0.8635358260004322
SYNCID0000000357,0.36470654265633157,0.6352934573436685
SYNCID0000000358,0.7244837866308482,0.2755162133691518
SYNCID0000000359,0.12160708439219844,0.8783929156078015
SYNCID0000000360,0.10128715792681406,0.8987128420731859
SYNCID0000000361,0.26761874348634396,0.732381256513656
SYNCID0000000362,0.35243749989311834,0.6475625001068817
SYNCID0000000363,0.31934474835879856,0.6806552516412016
SYNCID0000000364,0.1802928131169776,0.8197071868830224
SYNCID0000000365,0.18982869679878084,0.8101713032012191
SYNCID0000000366,0.756218716560529,0.24378128343947092
SYNCID0000000367,0.1289321279121109,0.871067872087889
SYNCID0000000369,0.8211454895002974,0.17885451049970258
SYNCID0000000370,0.16248991077604175,0.8375100892239583
SYNCID0000000371,0.20943126921387792,0.7905687307861221
SYNCID0000000372,0.2781345137133976,0.7218654862866024
SYNCID0000000373,0.8920118794250553,0.10798812057494467
SYNCID0000000374,0.9058007598319741,0.09419924016802593
SYNCID0000000376,0.0,1.0
SYNCID0000000377,0.9274980002382694,0.0725019997617305
SYNCID0000000378,0.2606226668490433,0.7393773331509568
SYNCID0000000379,0.44616437060853437,0.5538356293914656
SYNCID0000000380,0.44010705961694785,0.5598929403830522
SYNCID0000000381,0.9898571844325643,0.010142815567435645
SYNCID0000000382,0.0,1.0
SYNCID0000000383,0.36653055147363395,0.6334694485263661
SYNCID0000000384,0.4821425798705862,0.5178574201294139
SYNCID0000000385,0.19742056768278166,0.8025794323172184
SYNCID0000000386,0.02357665434609742,0.9764233456539025
SYNCID0000000387,0.02603111219290915,0.9739688878070909
SYNCID0000000388,0.19114607037183723,0.8088539296281627
SYNCID0000000389,0.20540076215314088,0.794599237846859
SYNCID0000000390,0.0,1.0
SYNCID0000000391,0.1987131347214392,0.8012868652785607
SYNCID0000000392,0.5310749214853999,0.46892507851460014
SYNCID0000000393,0.16701137333518593,0.8329886266648141
SYNCID0000000394,0.31527026785873624,0.6847297321412638
SYNCID0000000395,0.6750566305156906,0.3249433694843094
SYNCID0000000396,0.4457259661268037,0.5542740338731963
SYNCID0000000397,0.333883146219677,0.6661168537803229
SYNCID0000000398,0.9664535778566373,0.033546422143362696
SYNCID0000000400,0.4908264812702436,0.5091735187297564
SYNCID0000000401,0.3307839575070272,0.6692160424929727
SYNCID0000000402,0.36171021302058276,0.6382897869794172
SYNCID0000000403,0.5648228907553294,0.4351771092446705
SYNCID0000000404,0.0,1.0
SYNCID0000000405,0.0,1.0
SYNCID0000000406,0.09154060171503918,0.9084593982849608
SYNCID0000000407,0.13057021980658795,0.8694297801934121
SYNCID0000000409,0.048842151146951444,0.9511578488530485
SYNCID0000000410,0.1345177118009685,0.8654822881990316
SYNCID0000000411,0.3756519780756984,0.6243480219243016
SYNCID0000000412,0.08666864699781868,0.9133313530021814
SYNCID0000000413,0.21290281611286774,0.7870971838871322
SYNCID0000000414,0.5959936531477867,0.4040063468522132
SYNCID0000000416,0.263881038874532,0.736118961125468
SYNCID0000000417,0.7114896937029351,0.28851030629706487
SYNCID0000000418,0.10723040354280781,0.8927695964571922
SYNCID0000000419,0.26551500771169345,0.7344849922883065
SYNCID0000000420,1.0,0.0
SYNCID0000000422,0.19730277853064046,0.8026972214693595
SYNCID0000000423,0.7694600876087646,0.23053991239123525
SYNCID0000000424,0.34388513472819476,0.6561148652718052
SYNCID0000000425,0.0,1.0
SYNCID0000000426,0.13728035447818013,0.8627196455218199
SYNCID0000000427,0.22502582791532175,0.7749741720846783
SYNCID0000000428,0.1536608382407651,0.8463391617592348
SYNCID0000000429,0.04058674206166429,0.9594132579383358
SYNCID0000000430,0.09730089752421749,0.9026991024757824
SYNCID0000000431,0.6113956711892155,0.38860432881078466
SYNCID0000000432,0.12126582611390356,0.8787341738860963
SYNCID0000000433,0.4889849163317305,0.5110150836682694
SYNCID0000000434,0.5295720062411173,0.47042799375888267
SYNCID0000000435,0.12417795385191926,0.8758220461480808
SYNCID0000000436,0.452488675157056,0.5475113248429441
SYNCID0000000437,0.2117330595799532,0.7882669404200467
SYNCID0000000438,0.5793436893899545,0.42065631061004544
SYNCID0000000439,0.4225680412120552,0.5774319587879447
SYNCID0000000440,0.2028159348940223,0.7971840651059777
SYNCID0000000443,0.9241059478774627,0.07589405212253732
SYNCID0000000444,0.04567523140187511,0.9543247685981249
SYNCID0000000445,0.7488034539254956,0.25119654607450437
SYNCID0000000446,0.4081994097866428,0.5918005902133572
SYNCID0000000447,0.0,1.0
SYNCID0000000448,0.3810740035417634,0.6189259964582365
SYNCID0000000449,0.36210350418918175,0.6378964958108182
SYNCID0000000450,0.0,1.0
SYNCID0000000451,0.12749069356065815,0.8725093064393418
SYNCID0000000452,0.24295902939498115,0.757040970605019
SYNCID0000000453,0.2536775508749146,0.7463224491250854
SYNCID0000000454,0.27906332330381595,0.7209366766961841
SYNCID0000000455,0.9790399833980066,0.02096001660199335
SYNCID0000000456,0.5667240211234215,0.43327597887657854
SYNCID0000000457,0.009678573609786452,0.9903214263902136
SYNCID0000000458,0.0,1.0
SYNCID0000000459,0.6218416640553649,0.3781583359446351
SYNCID0000000460,0.8700963377206677,0.12990366227933225
SYNCID0000000461,0.4790562811072488,0.5209437188927512
SYNCID0000000462,0.9569495556112168,0.04305044438878313
SYNCID0000000463,0.0,1.0
SYNCID0000000464,0.036541319606038764,0.9634586803939612
SYNCID0000000465,0.0,1.0
SYNCID0000000466,0.01160450294908452,0.9883954970509155
SYNCID0000000467,0.48210313942927996,0.5178968605707199
SYNCID0000000468,0.0,1.0
SYNCID0000000469,0.17893758263625034,0.8210624173637497
SYNCID0000000470,0.5807619998546155,0.41923800014538454
SYNCID0000000471,0.9830981013573709,0.016901898642629042
SYNCID0000000472,0.4637753294520157,0.5362246705479843
SYNCID0000000473,0.17557148851619794,0.824428511483802
SYNCID0000000474,0.8775004183821212,0.12249958161787872
SYNCID0000000475,0.9906190707822372,0.009380929217762835
SYNCID0000000476,0.7666270043084836,0.2333729956915164
SYNCID0000000477,0.47252993014128536,0.5274700698587146
SYNCID0000000478,0.10363629852029152,0.8963637014797085
SYNCID0000000479,0.4256541696034724,0.5743458303965275
SYNCID0000000480,0.4672948439898649,0.5327051560101351
SYNCID0000000481,0.46069143018117353,0.5393085698188265
SYNCID0000000482,0.12275249947834099,0.877247500521659
SYNCID0000000483,0.9717439271587064,0.028256072841293535
SYNCID0000000484,0.000768592251894767,0.9992314077481051
SYNCID0000000485,0.6727079113647706,0.3272920886352294
SYNCID0000000486,0.467821807483932,0.532178192516068
SYNCID0000000487,0.7698358242568102,0.2301641757431897
SYNCID0000000488,0.0,1.0
SYNCID0000000489,0.42664804338328133,0.5733519566167186
SYNCID0000000490,0.3271412912706409,0.6728587087293592
SYNCID0000000491,0.2953164333324839,0.7046835666675161
SYNCID0000000492,0.5010596332638515,0.49894036673614856
SYNCID0000000494,0.4374580206384362,0.5625419793615638
SYNCID0000000495,0.46310648021821704,0.5368935197817829
SYNCID0000000496,0.3190641745082172,0.6809358254917827
SYNCID0000000497,0.78303029997021,0.21696970002979
SYNCID0000000498,0.5006984317062154,0.49930156829378464
SYNCID0000000499,0.41824598225263077,0.5817540177473691
SYNCID0000000500,0.2629217003422902,0.73707829965771
SYNCID0000000501,1.0,0.0
SYNCID0000000502,0.3690303873375128,0.6309696126624872
SYNCID0000000503,0.2057034064406957,0.7942965935593043
SYNCID0000000504,0.32810789585026595,0.671892104149734
SYNCID0000000505,0.6717828711126131,0.3282171288873869
SYNCID0000000506,0.430472307726356,0.569527692273644
SYNCID0000000507,0.05535614867187713,0.9446438513281229
SYNCID0000000508,0.1869714446597226,0.8130285553402774
SYNCID0000000509,0.7811359519243525,0.21886404807564752
SYNCID0000000510,0.0,1.0
SYNCID0000000511,0.0,1.0
SYNCID0000000513,0.17225293864862729,0.8277470613513728
SYNCID0000000514,0.8765870835658175,0.12341291643418248
SYNCID0000000515,0.0,1.0
SYNCID0000000516,0.6261441848366865,0.37385581516331345
SYNCID0000000517,0.37945968631922516,0.6205403136807748
SYNCID0000000518,0.0425759370851243,0.9574240629148757
SYNCID0000000519,0.6016186582947396,0.39838134170526035
SYNCID0000000520,0.5049986741514795,0.49500132584852047
SYNCID0000000521,0.16459862079907522,0.8354013792009247
SYNCID0000000522,0.32639179609221075,0.6736082039077892
SYNCID0000000523,0.4030010124829628,0.5969989875170372
SYNCID0000000524,0.20151713641296976,0.7984828635870302
SYNCID0000000525,0.06970607987392617,0.9302939201260738
SYNCID0000000526,0.7568640306116039,0.24313596938839618
SYNCID0000000527,0.3957316015621266,0.6042683984378734
SYNCID0000000529,0.0,1.0
SYNCID0000000530,0.0213329821913473,0.9786670178086527
SYNCID0000000531,0.18159258340588363,0.8184074165941163
SYNCID0000000532,0.00434954460801603,0.9956504553919839
SYNCID0000000533,0.3555273260747151,0.644472673925285
SYNCID0000000534,0.7006218999343343,0.2993781000656658
SYNCID0000000535,0.3464850937354978,0.6535149062645023
SYNCID0000000536,0.3624487561043123,0.6375512438956877
SYNCID0000000537,0.13019520721784583,0.8698047927821542
SYNCID0000000538,0.0,1.0
SYNCID0000000539,0.49836508875450297,0.5016349112454971
SYNCID0000000540,0.8825834551566183,0.11741654484338174
SYNCID0000000541,0.0,1.0
SYNCID0000000542,0.41520797561849127,0.5847920243815087
SYNCID0000000543,0.6096719157009108,0.3903280842990891
SYNCID0000000544,0.29813145562318827,0.7018685443768118
SYNCID0000000545,0.9540290126029911,0.04597098739700885
SYNCID0000000547,0.04745631924158077,0.9525436807584191
