customer_id,abm_credit_amount,abm_credit_count,abm_debit_amount,abm_debit_count,card_credit_amount,card_credit_count,card_debit_amount,card_debit_count,cheque_credit_amount,cheque_credit_count,cheque_debit_amount,cheque_debit_count,eft_credit_amount,eft_credit_count,eft_debit_amount,eft_debit_count,emt_credit_amount,emt_credit_count,emt_debit_amount,emt_debit_count,wire_credit_amount,wire_credit_count,wire_debit_amount,wire_debit_count
SYNCID0000000048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220138.65000000002,18.0,434590.7199999999,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21378.31,14.0,15877.82,8.0,5086.870000000001,8.0,54661.810000000005,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000051,1271.87,2.0,1033.42,1.0,0.0,0.0,701.14,6.0,0.0,0.0,0.0,0.0,6860.72,4.0,651.6299999999999,4.0,897.9800000000001,4.0,678.96,2.0,0.0,0.0,0.0,0.0
SYNCID0000000052,0.0,0.0,0.0,0.0,0.0,0.0,4912.89,39.0,481.88,1.0,1577.43,1.0,106185.65,37.0,147300.89,43.0,816.69,1.0,9135.82,1.0,0.0,0.0,0.0,0.0
SYNCID0000000053,0.0,0.0,0.0,0.0,537.83,2.0,19791.14,58.0,664.73,2.0,7682.23,4.0,0.0,0.0,0.0,0.0,65.77000000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000054,0.0,0.0,0.0,0.0,0.0,0.0,2127.6299999999997,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41646.97,5.0,87582.97,6.0,0.0,0.0,0.0,0.0,6354.06,1.0,0.0,0.0
SYNCID0000000056,0.0,0.0,0.0,0.0,104.13,1.0,11079.62,44.0,0.0,0.0,428.25,2.0,258400.59999999998,11.0,64149.36000000001,13.0,102.56,1.0,9610.6,1.0,0.0,0.0,0.0,0.0
SYNCID0000000057,0.0,0.0,0.0,0.0,5042.48,2.0,41407.229999999996,88.0,15399.72,9.0,29066.32,8.0,23804.129999999997,10.0,2266.08,6.0,357.86,3.0,10300.18,1.0,0.0,0.0,0.0,0.0
SYNCID0000000058,0.0,0.0,0.0,0.0,2516.2000000000003,3.0,28171.54,131.0,0.0,0.0,791.51,2.0,25747.6,4.0,87963.09,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000059,4394.34,1.0,0.0,0.0,0.0,0.0,222.12,3.0,7805.08,6.0,19218.84,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000060,4145.52,2.0,0.0,0.0,15027.889999999998,6.0,59065.48000000001,321.0,2810.4599999999996,3.0,2608.66,2.0,14297.1,5.0,22056.910000000003,10.0,0.0,0.0,10791.1,1.0,0.0,0.0,0.0,0.0
SYNCID0000000061,0.0,0.0,0.0,0.0,0.0,0.0,1166.5900000000001,2.0,0.0,0.0,0.0,0.0,12071.480000000001,10.0,8974.560000000001,3.0,4061.08,1.0,1581.08,1.0,7217.61,1.0,0.0,0.0
SYNCID0000000062,168.75,1.0,618.0600000000001,4.0,241.51,1.0,10801.100000000002,57.0,0.0,0.0,8453.37,3.0,452748.1699999999,5.0,50.11,1.0,0.0,0.0,7819.18,3.0,0.0,0.0,0.0,0.0
SYNCID0000000063,1050.38,1.0,52.66,1.0,0.0,0.0,106.98,1.0,0.0,0.0,437.61,1.0,0.0,0.0,2490.8599999999997,2.0,19316.8,26.0,51685.04,49.0,0.0,0.0,262017.1,1.0
SYNCID0000000064,0.0,0.0,0.0,0.0,2722.78,3.0,44100.96,81.0,0.0,0.0,264.43,1.0,8143.879999999999,10.0,16332.33,6.0,89.19,1.0,990.72,2.0,0.0,0.0,0.0,0.0
SYNCID0000000065,21230.329999999998,10.0,6254.280000000001,10.0,0.0,0.0,30866.359999999993,59.0,32278.2,3.0,767.77,1.0,2251.95,3.0,6653.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000066,0.0,0.0,0.0,0.0,17182.07,6.0,39082.83000000001,116.0,0.0,0.0,63.85,1.0,9755.53,4.0,548.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000067,3102.54,1.0,268.85,1.0,303.6,1.0,140.59,2.0,90095.26000000001,17.0,224428.97000000006,55.0,23648.829999999998,9.0,30196.04,16.0,10008.56,12.0,74576.96999999999,25.0,0.0,0.0,0.0,0.0
SYNCID0000000068,21915.96,5.0,48385.47,71.0,0.0,0.0,1842.85,9.0,13417.06,5.0,2130.22,3.0,10007.64,3.0,57152.47,1.0,3085.62,1.0,12026.500000000002,14.0,0.0,0.0,0.0,0.0
SYNCID0000000069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2173.4700000000003,2.0,120.64,1.0,70.97,2.0,4929.32,7.0,129.13,1.0,0.0,0.0,0.0,0.0
SYNCID0000000070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1687.0500000000002,7.0,1579.94,2.0,0.0,0.0,0.0,0.0
SYNCID0000000071,0.0,0.0,1253.66,2.0,6290.74,3.0,18502.279999999995,62.0,33306.75,2.0,1939.44,1.0,13238.26,3.0,24761.75,8.0,3805.06,8.0,5683.599999999999,4.0,0.0,0.0,0.0,0.0
SYNCID0000000072,0.0,0.0,1619.74,3.0,0.0,0.0,1212.7399999999998,10.0,18554.05,2.0,2119.56,3.0,0.0,0.0,0.0,0.0,1666.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170492.11000000002,19.0,92810.96000000002,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10056.6,8.0,73822.86000000002,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000075,3751.01,2.0,1119.37,3.0,0.0,0.0,1173.18,6.0,0.0,0.0,233167.5,2.0,26964.59,1.0,1778.19,2.0,13627.259999999998,24.0,19539.6,14.0,0.0,0.0,0.0,0.0
SYNCID0000000076,0.0,0.0,0.0,0.0,0.0,0.0,10.78,1.0,0.0,0.0,0.0,0.0,97.9,1.0,222.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000077,0.0,0.0,0.0,0.0,285.9,2.0,14058.580000000002,72.0,3311.94,2.0,6381.950000000001,4.0,22925.609999999997,9.0,7228.97,9.0,4974.370000000001,7.0,20135.63,13.0,0.0,0.0,0.0,0.0
SYNCID0000000078,2720.07,1.0,0.0,0.0,0.0,0.0,676.78,2.0,16753.100000000002,7.0,57978.560000000005,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8899.15,1.0
SYNCID0000000080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6255.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4244.69,2.0,15697.650000000001,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.55,1.0,2732.87,3.0,449535.04,6.0,51882.34,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000083,0.0,0.0,0.0,0.0,0.0,0.0,432.28,1.0,0.0,0.0,0.0,0.0,1475.56,3.0,243.07,1.0,153.54,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000084,117827.68,21.0,7870.93,11.0,0.0,0.0,5668.93,24.0,20714.5,16.0,58593.73,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1959.56,1.0,0.0,0.0,0.0,0.0
SYNCID0000000085,0.0,0.0,441.06,1.0,0.0,0.0,2231.8599999999997,16.0,6542.36,3.0,12505.930000000002,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000086,0.0,0.0,0.0,0.0,2472.41,2.0,1207.29,16.0,307607.55999999994,119.0,402567.3999999999,199.0,285.89,1.0,403.21999999999997,2.0,3077.23,9.0,1095.0,2.0,0.0,0.0,0.0,0.0
SYNCID0000000087,0.0,0.0,0.0,0.0,570.04,2.0,5265.6,25.0,0.0,0.0,0.0,0.0,1061786.1099999999,200.0,196787.64,118.0,21.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000088,0.0,0.0,0.0,0.0,0.0,0.0,188.07000000000002,2.0,0.0,0.0,0.0,0.0,108976.05,5.0,706.52,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000089,2706.49,2.0,0.0,0.0,4642.76,2.0,4816.95,37.0,1101.85,1.0,182.57,1.0,3388.56,2.0,0.0,0.0,13083.68,18.0,22344.050000000003,16.0,0.0,0.0,0.0,0.0
SYNCID0000000090,0.0,0.0,0.0,0.0,1735.22,2.0,57837.99,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25556.780000000002,4.0,4625.9800000000005,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16474.7,4.0,93226.81999999999,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000093,0.0,0.0,0.0,0.0,3643.47,1.0,417.01,5.0,57956.71,7.0,8485.580000000002,6.0,3381.67,4.0,7615.81,7.0,2962.5,4.0,9472.35,4.0,0.0,0.0,0.0,0.0
SYNCID0000000094,11979.460000000001,2.0,0.0,0.0,183.02,1.0,6808.9,42.0,6148.240000000001,4.0,63790.86,4.0,407865.76999999996,8.0,2139786.4,9.0,2582.08,6.0,515.82,1.0,0.0,0.0,0.0,0.0
SYNCID0000000095,29667.8,8.0,522.23,3.0,0.0,0.0,234.74,4.0,0.0,0.0,0.0,0.0,1091.38,1.0,2509.02,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4421.2,3.0,265744.03,29.0,268689.82,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2598.0699999999997,2.0,123.72,2.0,4480.77,4.0,0.0,0.0,0.0,0.0,6970.17,1.0,21748.46,4.0
SYNCID0000000098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,847.48,1.0,792.42,1.0,335416.94,25.0,236532.54,26.0,0.0,0.0,4932.579999999999,5.0,0.0,0.0,0.0,0.0
SYNCID0000000099,0.0,0.0,513.41,1.0,0.0,0.0,218.43,1.0,0.0,0.0,62.37,1.0,0.0,0.0,1398.1399999999999,3.0,2009.02,3.0,34754.94,14.0,0.0,0.0,0.0,0.0
SYNCID0000000100,40516.76,5.0,2629.52,9.0,842.79,2.0,4104.78,24.0,0.0,0.0,203.76,1.0,146.57,2.0,0.0,0.0,72363.86,121.0,37995.01,44.0,0.0,0.0,0.0,0.0
SYNCID0000000101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83435.67000000001,12.0,62733.16000000001,23.0,218281.81,35.0,455790.23,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13362.36,4.0,287.22,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28650.23,15.0,33104.04,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.0,2.0,164.67000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000105,0.0,0.0,0.0,0.0,0.0,0.0,3086.04,1.0,0.0,0.0,0.0,0.0,44063.31,45.0,18614.23,12.0,283.17,1.0,1611.23,1.0,0.0,0.0,0.0,0.0
SYNCID0000000106,7878.860000000001,4.0,553.67,2.0,0.0,0.0,861.0699999999999,2.0,68781.01000000001,32.0,151698.22,15.0,0.0,0.0,0.0,0.0,1121.46,2.0,25071.760000000002,16.0,0.0,0.0,0.0,0.0
SYNCID0000000107,1066.72,1.0,0.0,0.0,0.0,0.0,13889.4,33.0,13301.48,15.0,70912.04999999999,48.0,1785145.8199999998,402.0,5617582.67,42.0,187.02,1.0,1065.52,1.0,0.0,0.0,0.0,0.0
SYNCID0000000108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79006.25,24.0,140039.32,35.0,1826.7699999999998,3.0,29407.410000000003,8.0,0.0,0.0,1495.4099999999999,2.0,0.0,0.0,0.0,0.0
SYNCID0000000109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19655.28,3.0,22642.77,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000110,11432.39,2.0,426.38,1.0,0.0,0.0,6669.62,34.0,0.0,0.0,0.0,0.0,54827.3,25.0,169515.87,45.0,2131.8,1.0,54.14,1.0,0.0,0.0,0.0,0.0
SYNCID0000000111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21752.270000000004,5.0,45768.630000000005,20.0,3639.11,1.0,10318.22,2.0,0.0,0.0,10006.5,6.0,0.0,0.0,0.0,0.0
SYNCID0000000112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28255.309999999998,4.0,475.88999999999993,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48415.00000000001,21.0,174128.32,24.0,550458.23,121.0,112999.70999999999,16.0,190.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000114,0.0,0.0,0.0,0.0,0.0,0.0,26302.500000000004,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000115,0.0,0.0,0.0,0.0,0.0,0.0,5217.44,5.0,914.14,1.0,8488.380000000001,5.0,874.61,2.0,1111.67,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000116,0.0,0.0,0.0,0.0,0.0,0.0,1088.03,3.0,17957.93,21.0,54334.46000000001,15.0,19286.47,8.0,59849.9,8.0,1308.1599999999999,3.0,4556.27,6.0,0.0,0.0,0.0,0.0
SYNCID0000000117,0.0,0.0,0.0,0.0,792.02,2.0,81607.24,299.0,83212.91,27.0,31630.16,28.0,5261.0,1.0,8316.449999999999,3.0,2149.9,1.0,14910.749999999998,17.0,0.0,0.0,0.0,0.0
SYNCID0000000118,0.0,0.0,0.0,0.0,0.0,0.0,1626.94,10.0,46248.26,11.0,38998.95,14.0,0.0,0.0,0.0,0.0,64.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1543.22,1.0,15393.909999999998,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5293.18,2.0,5412.15,4.0,554568.6499999999,191.0,538558.66,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000122,0.0,0.0,0.0,0.0,0.0,0.0,1614.3400000000001,4.0,0.0,0.0,0.0,0.0,30822.63,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36168.06,2.0,6735.63,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000124,0.0,0.0,0.0,0.0,119.56,1.0,953.09,9.0,24.29,1.0,0.0,0.0,35.92,1.0,0.0,0.0,10487.24,9.0,378.28999999999996,3.0,0.0,0.0,0.0,0.0
