customer_id,unique_cities
SYNCID0000000516,6
SYNCID0000000517,4
SYNCID0000000519,1
SYNCID0000000523,0
SYNCID0000000524,6
SYNCID0000000525,31
SYNCID0000000526,15
SYNCID0000000527,7
SYNCID0000000530,2
SYNCID0000000531,11
SYNCID0000000532,4
SYNCID0000000533,75
SYNCID0000000536,14
SYNCID0000000537,6
SYNCID0000000538,0
SYNCID0000000539,27
SYNCID0000000540,0
SYNCID0000000542,28
SYNCID0000000544,60
SYNCID0000000545,10
SYNCID0000000548,15
SYNCID0000000549,31
SYNCID0000000551,35
SYNCID0000000554,13
SYNCID0000000556,16
SYNCID0000000557,46
SYNCID0000000558,48
SYNCID0000000560,13
SYNCID0000000561,1
SYNCID0000000562,3
SYNCID0000000563,6
SYNCID0000000564,98
SYNCID0000000565,19
SYNCID0000000566,13
SYNCID0000000568,1
SYNCID0000000569,40
SYNCID0000000571,12
SYNCID0000000572,50
SYNCID0000000573,9
SYNCID0000000574,43
SYNCID0000000575,28
SYNCID0000000576,10
SYNCID0000000577,5
SYNCID0000000578,1
SYNCID0000000580,10
SYNCID0000000581,6
SYNCID0000000583,23
SYNCID0000000584,15
SYNCID0000000586,4
SYNCID0000000588,16
SYNCID0000000589,12
SYNCID0000000590,1
SYNCID0000000591,6
SYNCID0000000592,0
SYNCID0000000593,54
SYNCID0000000594,14
SYNCID0000000595,8
SYNCID0000000596,20
SYNCID0000000598,1
SYNCID0000000601,9
SYNCID0000000603,15
SYNCID0000000606,2
SYNCID0000000607,10
SYNCID0000000609,10
SYNCID0000000614,9
SYNCID0000000615,15
SYNCID0000000616,0
SYNCID0000000619,0
SYNCID0000000620,5
SYNCID0000000621,7
SYNCID0000000622,4
SYNCID0000000623,38
SYNCID0000000625,42
SYNCID0000000627,14
SYNCID0000000630,25
SYNCID0000000631,19
SYNCID0000000632,68
SYNCID0000000634,2
SYNCID0000000635,17
SYNCID0000000636,39
SYNCID0000000638,0
SYNCID0000000640,19
SYNCID0000000642,64
SYNCID0000000646,11
SYNCID0000000648,11
SYNCID0000000649,14
SYNCID0000000650,23
SYNCID0000000651,1
SYNCID0000000653,1
SYNCID0000000654,4
SYNCID0000000659,1
SYNCID0000000660,5
SYNCID0000000661,38
SYNCID0000000662,62
SYNCID0000000665,3
SYNCID0000000666,12
SYNCID0000000667,15
SYNCID0000000668,45
SYNCID0000000669,28
SYNCID0000000671,9
SYNCID0000000672,0
SYNCID0000000676,35
SYNCID0000000679,1
SYNCID0000000680,12
SYNCID0000000681,4
SYNCID0000000682,17
SYNCID0000000683,2
SYNCID0000000684,4
SYNCID0000000686,21
SYNCID0000000687,9
SYNCID0000000688,7
SYNCID0000000691,7
SYNCID0000000692,10
SYNCID0000000694,4
SYNCID0000000695,1
SYNCID0000000696,36
SYNCID0000000699,12
SYNCID0000000700,20
SYNCID0000000701,11
SYNCID0000000702,19
SYNCID0000000703,1
SYNCID0000000704,2
SYNCID0000000705,17
SYNCID0000000710,18
SYNCID0000000713,2
SYNCID0000000716,3
SYNCID0000000717,76
SYNCID0000000718,41
SYNCID0000000721,27
SYNCID0000000722,12
SYNCID0000000723,20
SYNCID0000000724,14
SYNCID0000000725,2
SYNCID0000000726,13
SYNCID0000000728,2
SYNCID0000000731,3
SYNCID0000000737,3
SYNCID0000000744,60
SYNCID0000000751,1
SYNCID0000000752,34
SYNCID0000000754,18
SYNCID0000000757,12
SYNCID0000000761,29
SYNCID0000000762,15
SYNCID0000000763,3
SYNCID0000000764,2
SYNCID0000000766,0
SYNCID0000000767,2
SYNCID0000000769,24
SYNCID0000000770,2
SYNCID0000000771,26
SYNCID0000000776,42
SYNCID0000000777,2
SYNCID0000000780,4
SYNCID0000000781,1
SYNCID0000000782,7
SYNCID0000000785,11
SYNCID0000000788,16
SYNCID0000000790,57
SYNCID0000000792,20
SYNCID0000000793,1
SYNCID0000000794,1
SYNCID0000000795,1
SYNCID0000000797,13
SYNCID0000000799,14
SYNCID0000000800,32
SYNCID0000000804,33
SYNCID0000000805,7
SYNCID0000000806,2
SYNCID0000000808,6
SYNCID0000000812,1
SYNCID0000000813,0
SYNCID0000000814,2
SYNCID0000000815,20
SYNCID0000000819,1
SYNCID0000000820,8
SYNCID0000000822,18
SYNCID0000000823,0
SYNCID0000000825,14
SYNCID0000000826,2
SYNCID0000000828,33
SYNCID0000000829,6
SYNCID0000000831,23
SYNCID0000000832,20
SYNCID0000000833,25
SYNCID0000000834,0
SYNCID0000000835,0
SYNCID0000000837,7
SYNCID0000000840,14
SYNCID0000000841,5
SYNCID0000000843,23
SYNCID0000000844,9
SYNCID0000000845,10
SYNCID0000000846,7
SYNCID0000000847,47
SYNCID0000000848,16
SYNCID0000000849,30
SYNCID0000000850,16
SYNCID0000000851,28
SYNCID0000000853,18
SYNCID0000000855,6
SYNCID0000000857,7
SYNCID0000000858,28
SYNCID0000000860,7
SYNCID0000000861,8
SYNCID0000000862,52
SYNCID0000000863,6
SYNCID0000000864,47
SYNCID0000000866,9
SYNCID0000000868,13
SYNCID0000000869,16
SYNCID0000000871,1
SYNCID0000000872,2
SYNCID0000000873,1
SYNCID0000000875,46
SYNCID0000000876,10
SYNCID0000000877,0
SYNCID0000000879,21
SYNCID0000000880,15
SYNCID0000000883,6
SYNCID0000000887,5
SYNCID0000000889,1
SYNCID0000000890,36
SYNCID0000000891,9
SYNCID0000000892,1
SYNCID0000000894,11
SYNCID0000000895,1
SYNCID0000000897,1
SYNCID0000000900,67
SYNCID0000000901,5
SYNCID0000000902,17
SYNCID0000000906,1
SYNCID0000000907,15
SYNCID0000000909,0
SYNCID0000000911,2
SYNCID0000000912,4
SYNCID0000000914,7
SYNCID0000000916,32
SYNCID0000000917,26
SYNCID0000000918,20
SYNCID0000000921,1
SYNCID0000000922,32
SYNCID0000000927,1
SYNCID0000000931,6
SYNCID0000000932,25
SYNCID0000000934,32
SYNCID0000000935,28
SYNCID0000000936,12
SYNCID0000000937,3
SYNCID0000000938,25
SYNCID0000000939,21
SYNCID0000000940,12
SYNCID0000000943,10
SYNCID0000000944,1
SYNCID0000000945,0
SYNCID0000000947,12
SYNCID0000000948,2
SYNCID0000000950,1
SYNCID0000000951,3
SYNCID0000000952,14
SYNCID0000000953,2
SYNCID0000000954,3
SYNCID0000000956,36
SYNCID0000000959,23
SYNCID0000000960,0
SYNCID0000000965,19
SYNCID0000000966,21
SYNCID0000000967,4
SYNCID0000000968,34
SYNCID0000000969,34
SYNCID0000000971,30
SYNCID0000000975,5
SYNCID0000000977,53
SYNCID0000000981,1
SYNCID0000000983,11
SYNCID0000000984,22
SYNCID0000000986,7
SYNCID0000000988,19
SYNCID0000000989,4
SYNCID0000000990,1
SYNCID0000000991,20
SYNCID0000000992,2
SYNCID0000000993,1
SYNCID0000000994,14
SYNCID0000000995,20
SYNCID0000000996,35
SYNCID0000000997,0
SYNCID0000000998,6
SYNCID0000001000,36
SYNCID0000001001,53
SYNCID0000001003,3
SYNCID0000001004,9
SYNCID0000001005,15
SYNCID0000001006,14
SYNCID0000001007,47
SYNCID0000001009,34
SYNCID0000001010,7
SYNCID0000001011,2
SYNCID0000001012,18
SYNCID0000001013,20
SYNCID0000001014,10
SYNCID0000001017,37
SYNCID0000001018,5
SYNCID0000001019,6
SYNCID0000001020,18
SYNCID0000001021,1
SYNCID0000001023,3
SYNCID0000001024,6
SYNCID0000001026,60
SYNCID0000001027,2
SYNCID0000001028,0
SYNCID0000001030,8
SYNCID0000001032,39
SYNCID0000001035,46
SYNCID0000001036,4
SYNCID0000001039,0
SYNCID0000001041,6
SYNCID0000001042,39
SYNCID0000001043,14
SYNCID0000001045,5
SYNCID0000001046,43
SYNCID0000001047,23
SYNCID0000001049,17
SYNCID0000001050,15
SYNCID0000001052,15
SYNCID0000001056,13
SYNCID0000001057,30
SYNCID0000001059,9
SYNCID0000001064,20
SYNCID0000001065,7
SYNCID0000001066,51
SYNCID0000001070,0
SYNCID0000001073,10
SYNCID0000001075,2
SYNCID0000001076,25
SYNCID0000001077,1
SYNCID0000001079,0
SYNCID0000001080,14
SYNCID0000001085,27
SYNCID0000001086,6
SYNCID0000001088,30
SYNCID0000001089,29
SYNCID0000001090,10
SYNCID0000001097,2
SYNCID0000001098,6
SYNCID0000001099,33
SYNCID0000001100,37
SYNCID0000001101,10
SYNCID0000001103,7
SYNCID0000001105,38
SYNCID0000001107,46
SYNCID0000001109,44
SYNCID0000001111,1
SYNCID0000001112,1
SYNCID0000001113,10
SYNCID0000001114,5
SYNCID0000001116,21
SYNCID0000001117,11
SYNCID0000001118,17
SYNCID0000001119,30
SYNCID0000001121,19
SYNCID0000001122,64
SYNCID0000001124,16
SYNCID0000001125,1
SYNCID0000001126,12
SYNCID0000001131,17
SYNCID0000001132,68
SYNCID0000001136,29
SYNCID0000001138,3
SYNCID0000001140,19
SYNCID0000001141,2
SYNCID0000001142,2
SYNCID0000001143,39
SYNCID0000001147,11
SYNCID0000001148,88
SYNCID0000001151,0
SYNCID0000001152,13
SYNCID0000001157,1
SYNCID0000001158,10
SYNCID0000001160,4
SYNCID0000001162,13
SYNCID0000001163,21
SYNCID0000001164,1
SYNCID0000001166,16
SYNCID0000001167,4
SYNCID0000001169,6
SYNCID0000001173,2
SYNCID0000001174,5
SYNCID0000001175,31
SYNCID0000001176,18
SYNCID0000001177,13
SYNCID0000001178,14
SYNCID0000001179,8
SYNCID0000001180,6
SYNCID0000001181,5
SYNCID0000001182,0
SYNCID0000001183,3
SYNCID0000001184,6
SYNCID0000001185,3
SYNCID0000001186,1
SYNCID0000001190,18
SYNCID0000001191,41
SYNCID0000001192,2
SYNCID0000001193,29
SYNCID0000001194,3
SYNCID0000001195,1
SYNCID0000001196,52
SYNCID0000001198,35
SYNCID0000001200,8
SYNCID0000001202,24
SYNCID0000001206,4
SYNCID0000001207,20
SYNCID0000001209,18
SYNCID0000001211,24
SYNCID0000001212,5
SYNCID0000001222,44
SYNCID0000001229,5
SYNCID0000001232,5
SYNCID0000001233,19
SYNCID0000001234,11
SYNCID0000001235,1
SYNCID0000001236,35
SYNCID0000001239,50
SYNCID0000001242,1
SYNCID0000001243,38
SYNCID0000001245,33
SYNCID0000001246,1
SYNCID0000001247,14
SYNCID0000001248,1
SYNCID0000001250,49
SYNCID0000001251,16
SYNCID0000001252,31
SYNCID0000001255,56
SYNCID0000001256,20
SYNCID0000001257,3
SYNCID0000001258,7
SYNCID0000001260,41
SYNCID0000001261,12
SYNCID0000001262,31
SYNCID0000001264,9
SYNCID0000001265,8
SYNCID0000001268,4
SYNCID0000001269,33
SYNCID0000001270,5
SYNCID0000001271,52
SYNCID0000001273,34
SYNCID0000001283,8
SYNCID0000001284,25
SYNCID0000001285,0
SYNCID0000001287,3
SYNCID0000001288,39
SYNCID0000001289,8
SYNCID0000001291,32
SYNCID0000001292,35
SYNCID0000001293,15
SYNCID0000001296,14
SYNCID0000001299,81
SYNCID0000001300,3
SYNCID0000001301,0
SYNCID0000001305,1
SYNCID0000001306,22
SYNCID0000001308,14
SYNCID0000001310,6
SYNCID0000001311,1
SYNCID0000001312,2
SYNCID0000001314,7
SYNCID0000001317,5
SYNCID0000001324,16
SYNCID0000001326,35
SYNCID0000001329,2
SYNCID0000001330,1
SYNCID0000001332,44
SYNCID0000001334,2
SYNCID0000001335,0
SYNCID0000001336,33
SYNCID0000001337,1
SYNCID0000001338,1
SYNCID0000001339,6
SYNCID0000001340,11
SYNCID0000001342,11
SYNCID0000001343,4
SYNCID0000001345,11
SYNCID0000001350,6
SYNCID0000001352,3
SYNCID0000001355,13
SYNCID0000001356,10
SYNCID0000001357,9
SYNCID0000001358,4
SYNCID0000001359,29
SYNCID0000001364,1
SYNCID0000001366,6
SYNCID0000001368,39
SYNCID0000001369,4
SYNCID0000001370,23
SYNCID0000001372,2
SYNCID0000001373,1
SYNCID0000001374,29
SYNCID0000001375,13
SYNCID0000001376,30
SYNCID0000001378,0
SYNCID0000001379,80
SYNCID0000001380,8
SYNCID0000001381,13
SYNCID0000001382,6
SYNCID0000001387,28
SYNCID0000001389,7
SYNCID0000001390,0
SYNCID0000001392,31
SYNCID0000001393,1
SYNCID0000001396,35
SYNCID0000001397,2
SYNCID0000001400,48
SYNCID0000001401,28
SYNCID0000001402,26
SYNCID0000001404,0
SYNCID0000001411,15
SYNCID0000001414,3
SYNCID0000001415,12
SYNCID0000001416,47
SYNCID0000001417,15
SYNCID0000001419,17
SYNCID0000001421,58
SYNCID0000001423,3
SYNCID0000001424,23
SYNCID0000001425,1
SYNCID0000001426,24
SYNCID0000001428,51
SYNCID0000001430,2
SYNCID0000001431,0
SYNCID0000001433,46
SYNCID0000001434,3
SYNCID0000001436,18
SYNCID0000001437,9
SYNCID0000001438,10
SYNCID0000001442,10
SYNCID0000001443,2
SYNCID0000001444,27
SYNCID0000001445,33
SYNCID0000001446,1
SYNCID0000001447,8
SYNCID0000001448,76
SYNCID0000001449,6
SYNCID0000001451,36
SYNCID0000001454,13
SYNCID0000001455,27
SYNCID0000001457,22
SYNCID0000001458,5
SYNCID0000001459,19
SYNCID0000001460,13
SYNCID0000001461,11
SYNCID0000001462,12
SYNCID0000001463,14
SYNCID0000001464,23
SYNCID0000001465,4
SYNCID0000001466,17
SYNCID0000001467,4
SYNCID0000001472,9
SYNCID0000001474,30
SYNCID0000001475,2
SYNCID0000001476,2
SYNCID0000001479,1
SYNCID0000001480,35
SYNCID0000001481,15
SYNCID0000001482,1
SYNCID0000001485,0
SYNCID0000001486,19
SYNCID0000001487,37
SYNCID0000001488,47
SYNCID0000001490,13
SYNCID0000001491,0
SYNCID0000001492,33
SYNCID0000001493,2
SYNCID0000001494,1
SYNCID0000001495,10
SYNCID0000001497,13
SYNCID0000001498,32
SYNCID0000001499,38
SYNCID0000001500,31
SYNCID0000001503,41
SYNCID0000001504,15
SYNCID0000001505,48
SYNCID0000001507,14
SYNCID0000001508,7
SYNCID0000001509,43
SYNCID0000001512,0
SYNCID0000001513,43
SYNCID0000001515,25
SYNCID0000001516,12
SYNCID0000001518,28
SYNCID0000001520,13
SYNCID0000001521,33
SYNCID0000001522,33
SYNCID0000001523,38
SYNCID0000001526,24
SYNCID0000001527,43
SYNCID0000001530,25
SYNCID0000001531,30
SYNCID0000001534,8
SYNCID0000001535,7
SYNCID0000001537,2
SYNCID0000001541,1
SYNCID0000001542,1
SYNCID0000001544,2
SYNCID0000001546,13
SYNCID0000001548,23
SYNCID0000001551,1
SYNCID0000001554,5
SYNCID0000001555,32
SYNCID0000001558,13
SYNCID0000001559,2
SYNCID0000001561,1
SYNCID0000001564,40
SYNCID0000001565,1
SYNCID0000001567,0
SYNCID0000001569,0
SYNCID0000001570,0
SYNCID0000001571,56
SYNCID0000001572,0
SYNCID0000001574,5
SYNCID0000001575,1
SYNCID0000001576,5
SYNCID0000001581,31
SYNCID0000001583,80
SYNCID0000001587,23
SYNCID0000001589,3
SYNCID0000001590,65
SYNCID0000001591,13
SYNCID0000001592,25
SYNCID0000001593,23
SYNCID0000001595,11
SYNCID0000001596,1
SYNCID0000001598,5
SYNCID0000001600,1
SYNCID0000001605,2
SYNCID0000001606,1
SYNCID0000001607,36
SYNCID0000001608,37
SYNCID0000001610,61
SYNCID0000001612,1
SYNCID0000001615,14
SYNCID0000001616,15
SYNCID0000001618,2
SYNCID0000001620,1
SYNCID0000001622,48
SYNCID0000001623,42
SYNCID0000001626,61
SYNCID0000001627,6
SYNCID0000001630,20
SYNCID0000001632,1
SYNCID0000001633,3
SYNCID0000001634,1
SYNCID0000001635,25
SYNCID0000001638,17
SYNCID0000001639,44
SYNCID0000001643,22
SYNCID0000001644,7
SYNCID0000001647,12
SYNCID0000001648,0
SYNCID0000001649,1
SYNCID0000001650,21
SYNCID0000001651,25
SYNCID0000001652,14
SYNCID0000001653,45
SYNCID0000001654,26
SYNCID0000001655,38
SYNCID0000001656,0
SYNCID0000001661,12
SYNCID0000001662,2
SYNCID0000001665,27
SYNCID0000001666,3
SYNCID0000001667,2
SYNCID0000001669,24
SYNCID0000001670,82
SYNCID0000001672,1
SYNCID0000001673,1
SYNCID0000001675,2
SYNCID0000001676,18
SYNCID0000001680,46
SYNCID0000001681,26
SYNCID0000001682,23
SYNCID0000001684,6
SYNCID0000001686,8
SYNCID0000001689,23
SYNCID0000001691,30
SYNCID0000001694,0
SYNCID0000001697,11
SYNCID0000001700,11
SYNCID0000001702,24
SYNCID0000001703,33
SYNCID0000001706,3
SYNCID0000001708,10
SYNCID0000001710,7
SYNCID0000001711,5
SYNCID0000001712,32
SYNCID0000001713,1
SYNCID0000001714,13
SYNCID0000001715,20
SYNCID0000001720,38
SYNCID0000001721,49
SYNCID0000001724,1
SYNCID0000001725,39
SYNCID0000001727,6
SYNCID0000001728,22
SYNCID0000001729,0
SYNCID0000001731,33
SYNCID0000001734,17
SYNCID0000001735,0
SYNCID0000001736,40
SYNCID0000001737,13
SYNCID0000001738,13
SYNCID0000001740,4
SYNCID0000001743,11
SYNCID0000001744,24
SYNCID0000001746,19
SYNCID0000001747,16
SYNCID0000001749,2
SYNCID0000001751,7
SYNCID0000001752,17
SYNCID0000001754,3
SYNCID0000001755,59
SYNCID0000001756,38
SYNCID0000001757,41
SYNCID0000001759,9
SYNCID0000001761,18
SYNCID0000001763,20
SYNCID0000001764,45
SYNCID0000001767,0
SYNCID0000001770,26
SYNCID0000001774,5
SYNCID0000001775,61
SYNCID0000001776,18
SYNCID0000001778,3
SYNCID0000001780,6
SYNCID0000001786,3
SYNCID0000001787,7
SYNCID0000001788,27
SYNCID0000001789,64
SYNCID0000001791,17
SYNCID0000001794,2
SYNCID0000001796,7
SYNCID0000001798,57
SYNCID0000001799,39
SYNCID0000001801,3
SYNCID0000001803,6
SYNCID0000001806,26
SYNCID0000001807,10
SYNCID0000001808,10
SYNCID0000001809,19
SYNCID0000001811,6
SYNCID0000001813,1
SYNCID0000001815,25
SYNCID0000001816,42
SYNCID0000001817,17
SYNCID0000001820,8
SYNCID0000001822,14
SYNCID0000001823,1
SYNCID0000001824,3
SYNCID0000001825,21
SYNCID0000001826,14
SYNCID0000001828,27
SYNCID0000001829,1
SYNCID0000001830,16
SYNCID0000001831,57
SYNCID0000001835,35
SYNCID0000001837,0
SYNCID0000001838,55
SYNCID0000001843,1
SYNCID0000001846,51
SYNCID0000001847,0
SYNCID0000001848,7
SYNCID0000001849,3
SYNCID0000001852,39
SYNCID0000001853,33
SYNCID0000001855,16
SYNCID0000001856,1
SYNCID0000001859,4
SYNCID0000001861,50
SYNCID0000001868,37
SYNCID0000001869,25
SYNCID0000001870,4
SYNCID0000001871,13
SYNCID0000001872,0
SYNCID0000001873,1
SYNCID0000001874,23
SYNCID0000001875,10
SYNCID0000001876,4
SYNCID0000001877,2
SYNCID0000001881,1
SYNCID0000001883,4
SYNCID0000001886,6
SYNCID0000001890,8
SYNCID0000001897,2
SYNCID0000001898,33
SYNCID0000001899,5
SYNCID0000001900,1
SYNCID0000001901,2
SYNCID0000001903,18
SYNCID0000001904,40
SYNCID0000001905,1
SYNCID0000001906,1
SYNCID0000001908,4
SYNCID0000001912,1
SYNCID0000001914,33
SYNCID0000001916,2
SYNCID0000001917,0
SYNCID0000001919,4
SYNCID0000001920,12
SYNCID0000001922,2
SYNCID0000001925,0
SYNCID0000001926,15
SYNCID0000001927,24
SYNCID0000001928,7
SYNCID0000001929,35
SYNCID0000001932,8
SYNCID0000001933,1
SYNCID0000001935,0
SYNCID0000001938,8
SYNCID0000001939,39
SYNCID0000001940,6
SYNCID0000001941,30
SYNCID0000001942,58
SYNCID0000001944,37
SYNCID0000001946,3
SYNCID0000001948,47
SYNCID0000001951,30
SYNCID0000001953,8
SYNCID0000001956,7
SYNCID0000001957,4
SYNCID0000001958,28
SYNCID0000001960,24
SYNCID0000001961,1
SYNCID0000001963,0
SYNCID0000001964,1
SYNCID0000001966,1
SYNCID0000001967,5
SYNCID0000001970,20
SYNCID0000001972,19
SYNCID0000001973,40
SYNCID0000001974,3
SYNCID0000001975,26
SYNCID0000001976,17
SYNCID0000001977,21
SYNCID0000001978,2
SYNCID0000001982,12
SYNCID0000001983,3
SYNCID0000001984,0
SYNCID0000001985,1
SYNCID0000001986,31
SYNCID0000001987,3
SYNCID0000001988,21
SYNCID0000001990,6
SYNCID0000001992,0
SYNCID0000001993,1
SYNCID0000001994,3
SYNCID0000001996,4
SYNCID0000001997,3
SYNCID0000001998,37
SYNCID0000002002,5
SYNCID0000002003,18
SYNCID0000002004,10
SYNCID0000002007,10
SYNCID0000002009,14
SYNCID0000002010,5
SYNCID0000002011,5
SYNCID0000002012,4
SYNCID0000002013,32
SYNCID0000002014,58
SYNCID0000002016,19
