customer_id,wire_max_weekly_trx,wire_max_monthly_trx,wire_max_weekely_trx_avg_val,wire_max_monthly_trx_avg_val,abm_max_weekly_trx,abm_max_monthly_trx,abm_max_weekely_trx_avg_val,abm_max_monthly_trx_avg_val,abm_cash_activity,cheque_max_weekly_trx,cheque_max_monthly_trx,cheque_max_weekely_trx_avg_val,cheque_max_monthly_trx_avg_val,eft_max_weekly_trx,eft_max_monthly_trx,eft_max_weekely_trx_avg_val,eft_max_monthly_trx_avg_val,emt_max_weekly_trx,emt_max_weekely_trx_avg_val,emt_max_monthly_trx,emt_max_monthly_trx_avg_val,card_merchant_categories,card_max_weekly_trx,card_max_weekely_trx_avg_val,card_merchant_category_dissimilarity,card_merchant_category_dissimilarity_std,card_max_monthly_trx,card_max_monthly_trx_avg_val,card_ecommerce_activity
SYNCID0000001563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5928.4,5928.4,11.0,21.0,47400.413636363635,29169.46904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000001689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,14.0,436.44857142857137,3.5532086369241993,1.0329647016210017,41.0,730.8795121951221,0.20618556701030927
SYNCID0000009935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,172.19,1.2374368670764584,0.4677071733467427,3.0,172.99333333333334,0.2222222222222222
SYNCID0000007095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4781.01,3788.5933333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000016254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,48.0,1950.7082352941177,32972.78062499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000006203,2.0,3.0,13499.06,1877.1733333333334,0.0,0.0,0.0,0.0,0.0,2.0,3.0,7938.68,1951.2633333333333,1.0,3.0,43.17,2381.65,1.0,1372.7,1.0,1372.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000003479,0.0,0.0,0.0,0.0,1.0,2.0,731.76,1172.1599999999999,0.4,0.0,0.0,0.0,0.0,14.0,61.0,6073.647142857143,7008.366065573769,1.0,294.65,2.0,1745.4650000000001,14.0,4.0,107.11250000000001,2.21803770272031,0.2833879837099816,13.0,155.13846153846154,0.35714285714285715
SYNCID0000014279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,179.37,179.37,4.0,6.0,731.4075,401.28833333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000012098,0.0,0.0,0.0,0.0,1.0,1.0,103.98,103.98,1.0,1.0,2.0,170.48,1186.465,11.0,37.0,1091.3163636363638,1528.412162162162,6.0,410.2283333333333,16.0,372.756875,2.0,1.0,37.29,0.7071067811865476,0.7071067811865476,2.0,19.814999999999998,0.6666666666666666
SYNCID0000005716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,306.90500000000003,1908.4789473684207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000011278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,55.92,55.92,11.0,1115.800909090909,32.0,922.16,2.0,1.0,63.45,1.4142135623730951,0.0,1.0,63.45,1.0
SYNCID0000004700,0.0,0.0,0.0,0.0,1.0,1.0,319.72,319.72,1.0,4.0,7.0,1411.19,961.4057142857142,1.0,2.0,1022.6,2057.355,2.0,4638.54,3.0,3117.206666666667,26.0,8.0,56.53750000000001,2.717810509684202,0.5530042728205542,23.0,178.73608695652175,0.288135593220339
SYNCID0000006968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3384.8050000000003,2935.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000007761,0.0,0.0,0.0,0.0,1.0,2.0,2572.4,1501.9,0.6666666666666666,0.0,0.0,0.0,0.0,5.0,14.0,626.452,541.28,0.0,0.0,0.0,0.0,26.0,9.0,141.72444444444443,2.9061262869873565,0.6329169378638313,23.0,448.70782608695646,0.45901639344262296
SYNCID0000010873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,67841.34,67841.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000014017,0.0,0.0,0.0,0.0,1.0,1.0,214.33,214.33,1.0,5.0,15.0,742.356,1602.0420000000001,2.0,3.0,12736.189999999999,1074.96,2.0,373.06,4.0,1005.23,16.0,6.0,795.0516666666666,2.1596437873480063,0.4114268405227011,16.0,426.14312499999994,0.07142857142857142
SYNCID0000006976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,86.85,86.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000014217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,270.93,838.4466666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1522.865,14581.076666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000003221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,529.12,623.5550000000001,3.0,1994.2066666666663,6.0,3466.1949999999997,35.0,13.0,620.5384615384615,3.7409726456831414,0.7107205247145194,37.0,596.5670270270269,0.32673267326732675
SYNCID0000001686,0.0,0.0,0.0,0.0,1.0,1.0,4465.51,4465.51,0.0,1.0,3.0,6978.96,1634.8999999999999,0.0,0.0,0.0,0.0,8.0,1685.8975,29.0,749.1299999999999,16.0,5.0,66.312,1.887164805969097,0.8434075336626375,14.0,89.67928571428571,0.16666666666666666
SYNCID0000012016,0.0,0.0,0.0,0.0,1.0,1.0,417.98,417.98,1.0,2.0,2.0,1750.895,1750.895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,24.81,0.9428090415820635,0.6666666666666667,2.0,7.7299999999999995,0.0
SYNCID0000016802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,3813.6333333333337,11007.876666666665,2.0,4.0,558.3399999999999,9756.9975,3.0,1342.0266666666666,3.0,1024.1833333333334,25.0,9.0,526.0622222222222,2.6344597031992754,0.5564369436146237,22.0,433.27000000000004,0.2459016393442623
SYNCID0000002163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1243.23,638.21,2.0,4.0,617.445,721.2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000010366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,1314.2459999999999,3789.908,0.0,0.0,0.0,0.0,3.0,1159.12,4.0,879.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000016133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,553.0500000000001,934.016,2.0,5.0,1091.915,6871.942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000016680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,4724.650000000001,3496.9452941176473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000011286,0.0,0.0,0.0,0.0,2.0,6.0,4083.15,1635.9733333333334,0.6363636363636364,2.0,2.0,1522.7150000000001,342.88,3.0,8.0,23910.836666666666,9700.481249999999,7.0,695.1114285714285,11.0,1269.528181818182,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
SYNCID0000002418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,24.0,2856.938571428572,3920.6416666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000000379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,3135.395,523.1126666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000013735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,996.3133333333334,1073.3428571428572,2.0,5.0,765.4499999999999,1888.1860000000001,3.0,2073.976666666667,4.0,1991.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000002937,0.0,0.0,0.0,0.0,1.0,1.0,1054.84,1054.84,1.0,19.0,51.0,17949.566315789474,10017.618235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,179.1,0.0,0.0,1.0,179.1,0.0
SYNCID0000003140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,43.0,4142.422857142857,5771.056744186047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,96.195,1.626105059170283,0.1498299142610593,3.0,79.23666666666666,0.2
SYNCID0000011394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,24.0,26048.87428571429,1748.0104166666667,1.0,2.0,535.58,5867.265,2.0,1752.99,3.0,2142.4333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,42.45,0.0,0.0,1.0,42.45,0.0
SYNCID0000001359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,57.0,3269.8919047619047,7506.72350877193,0.0,0.0,0.0,0.0,25.0,12.0,156.50833333333333,3.2335198275213948,0.6789817314866995,35.0,249.4697142857143,0.06896551724137931
SYNCID0000016069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1786.26,1.0,1786.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000009502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,368.18,368.18,3.0,3.0,16575.603333333333,481.31333333333333,1.0,378.62,1.0,378.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000007411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2889.08,2889.08,4.0,11.0,421.21,1339.8490909090908,12.0,1025.655,39.0,1368.9546153846152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000016926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,126.0,1062.5413333333331,12293.51142857143,1.0,628.56,1.0,628.56,7.0,2.0,14.125,1.9250423981593858,0.21026593944041377,5.0,277.342,0.25
SYNCID0000015930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2279.846666666667,8.0,1550.9387499999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000009812,0.0,0.0,0.0,0.0,1.0,1.0,33.64,33.64,0.0,3.0,6.0,2470.06,1389.0533333333333,36.0,112.0,24684.354166666668,14510.476785714285,12.0,99.49166666666667,41.0,874.8370731707319,14.0,4.0,72.535,1.6124350830108884,0.6324975123078898,8.0,175.60125,0.17647058823529413
SYNCID0000008584,0.0,0.0,0.0,0.0,1.0,1.0,277.17,277.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,26.0,531.2803846153846,6.015776516774951,1.6992221682705584,80.0,272.500625,0.2926829268292683
SYNCID0000006079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,164.37,701.02,1.0,522.61,1.0,522.61,26.0,7.0,246.24142857142857,2.6040046439923783,0.4681450780112164,20.0,138.62949999999998,0.13793103448275862
SYNCID0000014928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,25.0,3096.0699999999997,1918.8020000000001,2.0,3.0,214.65499999999997,413.56666666666666,4.0,1265.0725,15.0,1254.0320000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000008333,1.0,1.0,199803.77,199803.77,0.0,0.0,0.0,0.0,0.0,6.0,19.0,473.05,506.63736842105266,5.0,11.0,1085.98,3575.2836363636366,2.0,673.835,5.0,354.716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000006724,0.0,0.0,0.0,0.0,1.0,4.0,44.27,219.29500000000002,0.8333333333333334,0.0,0.0,0.0,0.0,4.0,11.0,941.585,410.26454545454544,1.0,3140.6,1.0,3140.6,37.0,19.0,173.69315789473686,4.946622247537267,0.8275110235009044,56.0,240.46321428571426,0.09036144578313253
SYNCID0000012456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,996.06,996.06,1.0,2.0,1450.17,973.225,0.0,0.0,0.0,0.0,24.0,12.0,62.71083333333334,3.583273194552689,0.4869048060178139,32.0,488.4753125,0.07865168539325842
SYNCID0000005353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,128.0,1480.9987878787877,8878.345234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000014426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,248.75,343.985,0.0,0.0,0.0,0.0,5.0,456.65,12.0,598.6933333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000010642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,430.08,1203.41,12.0,200.06916666666663,35.0,241.0302857142857,1.0,1.0,409.27,0.0,0.0,1.0,409.27,0.0
SYNCID0000001259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,298.7966666666667,6.0,307.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000003776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,2139.8933333333334,3949.5160000000005,2.0,4.0,57.225,660.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000010265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10369.74,10369.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000010698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,7450.780000000002,4640.080000000001,1.0,3.0,14723.6,56.23666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000006324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1142.34,1142.34,3.0,4.0,1755.4133333333332,1480.6799999999998,1.0,983.95,4.0,1469.3725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000009049,1.0,1.0,16403.14,16403.14,0.0,0.0,0.0,0.0,0.0,2.0,3.0,757.8000000000001,1374.39,3.0,3.0,1800.0866666666668,1800.0866666666668,3.0,1216.8233333333335,9.0,684.0966666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000003971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,596.5,2040.4950000000001,1.0,2.0,41.46,318.44,0.0,0.0,0.0,0.0,2.0,1.0,211.13,1.4142135623730951,0.0,2.0,117.28,0.0
SYNCID0000008600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,1696.39,1321.4385714285713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000012190,0.0,0.0,0.0,0.0,1.0,2.0,42.79,73.345,0.5,1.0,1.0,1719.93,1719.93,1.0,4.0,6944.56,5728.094999999999,1.0,106.6,3.0,1172.8766666666668,48.0,31.0,113.98483870967745,6.318492198618196,1.5688440714795044,99.0,542.7550505050505,0.45126353790613716
SYNCID0000001955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,4489.208,1496.565625,2.0,3.0,62.04,839.0300000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000016786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,71.0,1652.0985,2577.377323943662,1.0,2.0,448.93,680.945,3.0,4361.45,6.0,709.5666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000016789,0.0,0.0,0.0,0.0,1.0,1.0,1083.14,1083.14,1.0,3.0,8.0,3327.133333333333,6233.055,8.0,20.0,4002.8175,2681.1769999999997,2.0,1601.435,3.0,1289.3766666666668,1.0,1.0,2.36,0.0,0.0,1.0,2.36,0.0
SYNCID0000014652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,682.18,682.18,2.0,5.0,1123.555,3572.326,2.0,615.485,3.0,1123.6433333333334,6.0,3.0,197.16,1.6094757082487299,0.27614237491539667,3.0,197.16,0.16666666666666666
SYNCID0000016446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,204.86,1.0,204.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000008484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,27.0,1015.2449999999999,7861.171481481481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000009952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,344.68,784.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000002488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,1302.434,3708.6615384615384,4.0,10.0,895.5875000000001,1049.468,0.0,0.0,0.0,0.0,5.0,2.0,318.2,1.7320508075688772,0.0,3.0,219.01333333333332,0.2
SYNCID0000000687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13759.2,13759.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,72.3,1.97554902688189,0.4440788695558683,7.0,42.66285714285714,0.16666666666666666
SYNCID0000007734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,534.9883333333333,2.254123386578765,0.29256524869736134,14.0,311.9121428571429,0.3076923076923077
SYNCID0000002847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6024.496666666666,621.2333333333332,8.0,24.0,3089.68875,6403.7775,0.0,0.0,0.0,0.0,14.0,5.0,140.558,2.1202147206147233,0.6361521347041368,13.0,530.42,0.15384615384615385
SYNCID0000000672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,698.48,698.48,5.0,13.0,2152.512,2650.9769230769234,2.0,2496.26,5.0,1662.3200000000002,1.0,1.0,127.64,0.0,0.0,1.0,127.64,0.0
SYNCID0000012060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,44.0,587.1666666666666,3100.9495454545463,0.0,0.0,0.0,0.0,1.0,1404.55,1.0,1404.55,22.0,6.0,183.085,2.4428699426185165,0.6047476967995323,14.0,280.945,0.3157894736842105
SYNCID0000014416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,17.0,2032.455714285714,38820.04411764705,1.0,2.0,28.45,432.68,2.0,1614.88,2.0,1614.88,36.0,10.0,225.54999999999995,3.5010908292397946,0.356340272812929,37.0,439.07108108108105,0.29292929292929293
SYNCID0000003651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1814.7,1814.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005443,0.0,0.0,0.0,0.0,3.0,6.0,1098.7666666666667,1462.285,0.6666666666666666,3.0,5.0,715.5366666666667,606.844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,12.0,1025.8316666666667,3.7924109878533936,0.6810086235597151,35.0,602.8297142857142,0.14893617021276595
SYNCID0000017067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,315.02,315.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,154.2,1.992768998482332,0.5608796701628691,7.0,221.62857142857143,0.2
SYNCID0000015025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1490.37,1336.2033333333331,1.0,2.0,2466.55,1378.0800000000002,0.0,0.0,0.0,0.0,1.0,1.0,134.68,0.0,0.0,1.0,134.68,0.0
SYNCID0000011283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,448.06500000000005,323.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000003626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4130.115,1997.8566666666666,44.0,574.919090909091,161.0,451.86391304347825,3.0,1.0,5.16,1.4142135623730951,0.0,2.0,7.825,0.0
SYNCID0000013717,1.0,2.0,15757.45,13387.130000000001,0.0,0.0,0.0,0.0,0.0,8.0,12.0,2029.7412499999998,1959.8849999999995,10.0,28.0,2661.6009999999997,4899.959642857143,5.0,577.2760000000001,16.0,564.86875,20.0,9.0,71.84,2.5050345297748793,0.747084558780921,19.0,114.63842105263156,0.17073170731707318
