customer_id,abm_high_value_count,emt_high_value_count,card_high_value_count,wire_high_value_count,eft_high_value_count,cheque_high_value_count
SYNCID0000005135,2.0,6.0,2.0,0.0,8.0,4.0
SYNCID0000005104,2.0,6.0,2.0,0.0,12.0,6.0
SYNCID0000006801,2.0,0.0,8.0,0.0,0.0,0.0
SYNCID0000006798,2.0,0.0,2.0,0.0,0.0,0.0
SYNCID0000006737,2.0,2.0,2.0,0.0,10.0,4.0
SYNCID0000006656,2.0,2.0,4.0,0.0,10.0,4.0
SYNCID0000006592,2.0,2.0,6.0,0.0,4.0,8.0
SYNCID0000006565,2.0,0.0,12.0,0.0,6.0,12.0
SYNCID0000006519,2.0,2.0,6.0,0.0,2.0,2.0
SYNCID0000006506,2.0,2.0,12.0,0.0,8.0,4.0
SYNCID0000006488,2.0,0.0,2.0,0.0,4.0,12.0
SYNCID0000006470,2.0,6.0,12.0,0.0,12.0,8.0
SYNCID0000006462,2.0,2.0,6.0,0.0,6.0,6.0
SYNCID0000006315,2.0,0.0,14.0,0.0,0.0,2.0
SYNCID0000006292,2.0,6.0,16.0,0.0,6.0,8.0
SYNCID0000006272,2.0,0.0,8.0,0.0,4.0,4.0
SYNCID0000005980,2.0,6.0,4.0,0.0,8.0,6.0
SYNCID0000005934,2.0,4.0,24.0,0.0,10.0,4.0
SYNCID0000008224,2.0,6.0,10.0,0.0,8.0,0.0
SYNCID0000008195,2.0,0.0,6.0,0.0,0.0,6.0
SYNCID0000008191,2.0,0.0,8.0,0.0,4.0,2.0
SYNCID0000007742,2.0,2.0,16.0,0.0,4.0,8.0
SYNCID0000007740,2.0,6.0,20.0,0.0,2.0,16.0
SYNCID0000007621,2.0,6.0,2.0,0.0,0.0,10.0
SYNCID0000007530,2.0,6.0,16.0,0.0,14.0,4.0
SYNCID0000007506,2.0,2.0,12.0,0.0,4.0,4.0
SYNCID0000007500,2.0,8.0,14.0,0.0,18.0,4.0
SYNCID0000007445,2.0,0.0,18.0,0.0,0.0,6.0
SYNCID0000007439,2.0,2.0,14.0,0.0,10.0,2.0
SYNCID0000007280,2.0,4.0,16.0,0.0,12.0,2.0
SYNCID0000007220,2.0,2.0,2.0,0.0,12.0,0.0
SYNCID0000007080,2.0,0.0,18.0,0.0,10.0,4.0
SYNCID0000006964,2.0,6.0,16.0,0.0,8.0,6.0
SYNCID0000006866,2.0,0.0,18.0,0.0,0.0,0.0
SYNCID0000009111,2.0,2.0,22.0,0.0,12.0,2.0
SYNCID0000009023,2.0,0.0,12.0,0.0,6.0,10.0
SYNCID0000008840,2.0,6.0,12.0,0.0,16.0,0.0
SYNCID0000008772,2.0,0.0,4.0,0.0,0.0,4.0
SYNCID0000008733,2.0,2.0,16.0,0.0,10.0,10.0
SYNCID0000008714,2.0,6.0,14.0,0.0,4.0,4.0
SYNCID0000008697,2.0,0.0,14.0,0.0,0.0,4.0
SYNCID0000008624,2.0,0.0,12.0,0.0,4.0,10.0
SYNCID0000008617,2.0,8.0,6.0,0.0,8.0,4.0
SYNCID0000008579,2.0,2.0,2.0,0.0,12.0,6.0
SYNCID0000008481,2.0,6.0,16.0,0.0,0.0,4.0
SYNCID0000008477,2.0,0.0,10.0,0.0,12.0,2.0
SYNCID0000008465,2.0,6.0,18.0,0.0,6.0,10.0
SYNCID0000008363,2.0,2.0,8.0,0.0,4.0,4.0
SYNCID0000008314,2.0,6.0,16.0,0.0,0.0,2.0
SYNCID0000008248,2.0,6.0,2.0,0.0,0.0,6.0
SYNCID0000010090,2.0,8.0,14.0,0.0,4.0,0.0
SYNCID0000010021,2.0,0.0,10.0,0.0,0.0,2.0
SYNCID0000009931,2.0,4.0,8.0,0.0,8.0,18.0
SYNCID0000009919,2.0,6.0,4.0,0.0,12.0,2.0
SYNCID0000009861,2.0,4.0,4.0,0.0,14.0,2.0
SYNCID0000009812,2.0,4.0,16.0,0.0,12.0,4.0
SYNCID0000009789,2.0,2.0,4.0,0.0,4.0,4.0
SYNCID0000009727,2.0,0.0,4.0,0.0,0.0,4.0
SYNCID0000009706,2.0,6.0,2.0,0.0,6.0,0.0
SYNCID0000009678,2.0,0.0,18.0,0.0,10.0,10.0
SYNCID0000009584,2.0,6.0,10.0,0.0,10.0,6.0
SYNCID0000009474,2.0,0.0,6.0,0.0,8.0,8.0
SYNCID0000009382,2.0,0.0,6.0,0.0,0.0,0.0
SYNCID0000009209,2.0,0.0,18.0,0.0,0.0,8.0
SYNCID0000009137,2.0,4.0,12.0,0.0,4.0,10.0
SYNCID0000009130,2.0,2.0,12.0,0.0,4.0,6.0
SYNCID0000011101,2.0,0.0,34.0,0.0,8.0,0.0
SYNCID0000011070,2.0,6.0,18.0,0.0,12.0,0.0
SYNCID0000010982,2.0,4.0,2.0,0.0,0.0,6.0
SYNCID0000010940,2.0,0.0,12.0,0.0,6.0,0.0
SYNCID0000010909,2.0,0.0,6.0,0.0,0.0,2.0
SYNCID0000010898,2.0,0.0,10.0,0.0,4.0,10.0
SYNCID0000010687,2.0,0.0,4.0,0.0,6.0,0.0
SYNCID0000010686,2.0,0.0,4.0,0.0,6.0,2.0
SYNCID0000010662,2.0,8.0,10.0,0.0,2.0,2.0
SYNCID0000010658,2.0,6.0,2.0,0.0,0.0,12.0
SYNCID0000010423,2.0,0.0,2.0,0.0,12.0,0.0
SYNCID0000010406,2.0,0.0,2.0,0.0,0.0,0.0
SYNCID0000010236,2.0,2.0,8.0,0.0,8.0,12.0
SYNCID0000010234,2.0,2.0,0.0,0.0,0.0,8.0
SYNCID0000010233,2.0,0.0,12.0,0.0,0.0,0.0
SYNCID0000010123,2.0,4.0,14.0,0.0,8.0,4.0
SYNCID0000011809,2.0,10.0,2.0,0.0,4.0,4.0
SYNCID0000011798,2.0,4.0,14.0,0.0,12.0,2.0
SYNCID0000011778,2.0,2.0,18.0,0.0,8.0,8.0
SYNCID0000011776,2.0,4.0,20.0,0.0,6.0,8.0
SYNCID0000011680,2.0,0.0,16.0,0.0,10.0,2.0
SYNCID0000011609,2.0,8.0,18.0,0.0,4.0,2.0
SYNCID0000011600,2.0,2.0,6.0,0.0,4.0,8.0
SYNCID0000011592,2.0,4.0,10.0,0.0,4.0,0.0
SYNCID0000011527,2.0,2.0,14.0,0.0,2.0,6.0
SYNCID0000011506,2.0,2.0,10.0,0.0,12.0,8.0
SYNCID0000011433,2.0,0.0,14.0,0.0,4.0,2.0
SYNCID0000011376,2.0,0.0,16.0,0.0,10.0,6.0
SYNCID0000011320,2.0,0.0,18.0,0.0,0.0,2.0
SYNCID0000011276,2.0,2.0,16.0,0.0,0.0,0.0
SYNCID0000011223,2.0,2.0,4.0,0.0,4.0,2.0
SYNCID0000011158,2.0,2.0,14.0,0.0,2.0,8.0
SYNCID0000012911,2.0,6.0,14.0,0.0,8.0,4.0
SYNCID0000012803,2.0,4.0,8.0,0.0,8.0,0.0
SYNCID0000012749,2.0,0.0,6.0,0.0,2.0,0.0
SYNCID0000012681,2.0,2.0,14.0,0.0,8.0,0.0
SYNCID0000012623,2.0,4.0,10.0,0.0,0.0,2.0
SYNCID0000012544,2.0,0.0,18.0,0.0,0.0,0.0
SYNCID0000012403,2.0,8.0,18.0,0.0,10.0,2.0
SYNCID0000012398,2.0,2.0,16.0,0.0,6.0,6.0
SYNCID0000012163,2.0,4.0,16.0,0.0,8.0,2.0
SYNCID0000012086,2.0,0.0,4.0,0.0,8.0,2.0
SYNCID0000012084,2.0,0.0,6.0,0.0,0.0,0.0
SYNCID0000012016,2.0,0.0,8.0,0.0,0.0,10.0
SYNCID0000011962,2.0,6.0,14.0,0.0,8.0,0.0
SYNCID0000011956,2.0,2.0,2.0,0.0,8.0,6.0
SYNCID0000011905,2.0,0.0,10.0,0.0,0.0,2.0
SYNCID0000011897,2.0,4.0,14.0,0.0,2.0,6.0
SYNCID0000013780,2.0,4.0,4.0,0.0,0.0,0.0
SYNCID0000013661,2.0,0.0,4.0,0.0,8.0,2.0
SYNCID0000013648,2.0,4.0,18.0,0.0,8.0,4.0
SYNCID0000013500,2.0,4.0,2.0,0.0,4.0,0.0
SYNCID0000013498,2.0,2.0,12.0,0.0,10.0,12.0
SYNCID0000013442,2.0,0.0,14.0,0.0,0.0,4.0
SYNCID0000013384,2.0,0.0,8.0,0.0,2.0,2.0
SYNCID0000013343,2.0,2.0,4.0,0.0,0.0,4.0
SYNCID0000013274,2.0,10.0,14.0,0.0,8.0,8.0
SYNCID0000013236,2.0,0.0,4.0,0.0,0.0,12.0
SYNCID0000013227,2.0,8.0,6.0,0.0,8.0,12.0
SYNCID0000013218,2.0,6.0,6.0,0.0,0.0,2.0
SYNCID0000013211,2.0,0.0,2.0,0.0,14.0,10.0
SYNCID0000013075,2.0,6.0,4.0,0.0,2.0,4.0
SYNCID0000012978,2.0,6.0,18.0,0.0,4.0,2.0
SYNCID0000012933,2.0,0.0,8.0,0.0,0.0,8.0
SYNCID0000014976,2.0,0.0,8.0,0.0,8.0,10.0
SYNCID0000014969,2.0,6.0,8.0,0.0,8.0,0.0
SYNCID0000014498,2.0,2.0,8.0,0.0,0.0,4.0
SYNCID0000014477,2.0,6.0,14.0,0.0,0.0,2.0
SYNCID0000014449,2.0,6.0,14.0,0.0,2.0,0.0
SYNCID0000014414,2.0,4.0,16.0,0.0,8.0,4.0
SYNCID0000014294,2.0,0.0,2.0,0.0,0.0,0.0
SYNCID0000014236,2.0,4.0,22.0,0.0,0.0,6.0
SYNCID0000014190,2.0,2.0,12.0,0.0,2.0,6.0
SYNCID0000014166,2.0,8.0,8.0,0.0,2.0,10.0
SYNCID0000014128,2.0,4.0,4.0,0.0,6.0,0.0
SYNCID0000014122,2.0,0.0,4.0,0.0,6.0,4.0
SYNCID0000014120,2.0,6.0,10.0,0.0,10.0,6.0
SYNCID0000013853,2.0,2.0,14.0,0.0,0.0,8.0
SYNCID0000013834,2.0,2.0,4.0,0.0,8.0,6.0
SYNCID0000013830,2.0,0.0,14.0,0.0,0.0,2.0
SYNCID0000015567,2.0,8.0,20.0,0.0,8.0,2.0
SYNCID0000015517,2.0,2.0,12.0,0.0,4.0,10.0
SYNCID0000015510,2.0,4.0,12.0,0.0,0.0,6.0
SYNCID0000015441,2.0,6.0,8.0,0.0,4.0,4.0
SYNCID0000015384,2.0,0.0,16.0,0.0,4.0,6.0
SYNCID0000015378,2.0,0.0,18.0,0.0,0.0,4.0
SYNCID0000015377,2.0,0.0,16.0,0.0,0.0,0.0
SYNCID0000015334,2.0,6.0,16.0,0.0,10.0,8.0
SYNCID0000015263,2.0,2.0,6.0,0.0,2.0,10.0
SYNCID0000015173,2.0,0.0,2.0,0.0,0.0,4.0
SYNCID0000015132,2.0,4.0,4.0,0.0,0.0,2.0
SYNCID0000015125,2.0,0.0,22.0,0.0,0.0,4.0
SYNCID0000015097,2.0,0.0,4.0,0.0,2.0,2.0
SYNCID0000015080,2.0,0.0,12.0,0.0,2.0,4.0
SYNCID0000015075,2.0,0.0,10.0,0.0,0.0,0.0
SYNCID0000014988,2.0,2.0,2.0,0.0,10.0,0.0
SYNCID0000000815,2.0,4.0,10.0,0.0,6.0,16.0
SYNCID0000017156,2.0,2.0,16.0,0.0,10.0,8.0
SYNCID0000017099,2.0,6.0,12.0,0.0,4.0,0.0
SYNCID0000017032,2.0,2.0,10.0,0.0,2.0,2.0
SYNCID0000017028,2.0,4.0,10.0,0.0,0.0,0.0
SYNCID0000016969,2.0,2.0,12.0,0.0,0.0,0.0
SYNCID0000016923,2.0,2.0,20.0,0.0,6.0,0.0
SYNCID0000016901,2.0,4.0,0.0,0.0,18.0,4.0
SYNCID0000016837,2.0,6.0,2.0,0.0,0.0,6.0
SYNCID0000016773,2.0,2.0,6.0,0.0,4.0,6.0
SYNCID0000016675,2.0,0.0,14.0,0.0,2.0,8.0
SYNCID0000016611,2.0,6.0,0.0,0.0,0.0,4.0
SYNCID0000016560,2.0,0.0,2.0,0.0,2.0,6.0
SYNCID0000016510,2.0,0.0,12.0,0.0,10.0,0.0
SYNCID0000016482,2.0,0.0,16.0,0.0,0.0,0.0
SYNCID0000016462,2.0,4.0,14.0,0.0,8.0,8.0
SYNCID0000001541,2.0,0.0,2.0,0.0,0.0,8.0
SYNCID0000001535,2.0,6.0,20.0,0.0,2.0,0.0
SYNCID0000001490,2.0,6.0,30.0,0.0,2.0,2.0
SYNCID0000001437,2.0,0.0,18.0,0.0,0.0,0.0
SYNCID0000001392,2.0,4.0,12.0,0.0,8.0,4.0
SYNCID0000001368,2.0,0.0,18.0,0.0,14.0,6.0
SYNCID0000001264,2.0,0.0,16.0,0.0,8.0,4.0
SYNCID0000001202,2.0,0.0,18.0,0.0,0.0,0.0
SYNCID0000001119,2.0,4.0,2.0,0.0,2.0,6.0
SYNCID0000001105,2.0,8.0,20.0,0.0,4.0,12.0
SYNCID0000001019,2.0,0.0,4.0,0.0,2.0,2.0
SYNCID0000000969,2.0,4.0,12.0,0.0,14.0,4.0
SYNCID0000000965,2.0,6.0,18.0,0.0,6.0,4.0
SYNCID0000000940,2.0,4.0,14.0,0.0,6.0,2.0
SYNCID0000000855,2.0,4.0,2.0,0.0,8.0,6.0
SYNCID0000000820,2.0,2.0,4.0,0.0,0.0,0.0
SYNCID0000001370,2.0,0.0,14.0,0.0,0.0,10.0
SYNCID0000002471,2.0,4.0,14.0,0.0,16.0,4.0
SYNCID0000002715,2.0,0.0,18.0,0.0,0.0,0.0
SYNCID0000002795,2.0,0.0,8.0,0.0,0.0,0.0
SYNCID0000002934,2.0,2.0,10.0,0.0,0.0,4.0
SYNCID0000003295,2.0,2.0,16.0,0.0,2.0,6.0
SYNCID0000003868,2.0,0.0,6.0,0.0,4.0,0.0
SYNCID0000003940,2.0,2.0,24.0,0.0,10.0,16.0
SYNCID0000003980,2.0,0.0,6.0,0.0,4.0,0.0
SYNCID0000004533,2.0,0.0,10.0,0.0,6.0,12.0
SYNCID0000004705,2.0,2.0,12.0,0.0,10.0,2.0
SYNCID0000004936,2.0,0.0,12.0,0.0,8.0,2.0
SYNCID0000005553,2.0,2.0,6.0,0.0,4.0,6.0
SYNCID0000007184,2.0,0.0,26.0,0.0,0.0,0.0
SYNCID0000007761,2.0,0.0,8.0,0.0,14.0,0.0
SYNCID0000007872,2.0,0.0,10.0,0.0,14.0,0.0
SYNCID0000008323,2.0,0.0,12.0,0.0,2.0,2.0
SYNCID0000009184,2.0,0.0,6.0,0.0,0.0,0.0
SYNCID0000009648,2.0,2.0,14.0,0.0,16.0,8.0
SYNCID0000009868,2.0,4.0,12.0,0.0,16.0,0.0
SYNCID0000012155,2.0,4.0,12.0,0.0,4.0,0.0
SYNCID0000014145,2.0,2.0,16.0,0.0,4.0,16.0
SYNCID0000014870,2.0,0.0,8.0,0.0,4.0,0.0
SYNCID0000015001,2.0,4.0,16.0,0.0,12.0,10.0
SYNCID0000015864,2.0,2.0,2.0,0.0,8.0,12.0
SYNCID0000015946,2.0,4.0,16.0,0.0,4.0,6.0
SYNCID0000016279,2.0,0.0,6.0,0.0,14.0,0.0
SYNCID0000016375,2.0,4.0,2.0,0.0,6.0,2.0
SYNCID0000016613,2.0,2.0,8.0,0.0,0.0,0.0
SYNCID0000016927,2.0,4.0,20.0,0.0,16.0,2.0
SYNCID0000005347,2.0,2.0,8.0,0.0,8.0,2.0
SYNCID0000005507,2.0,2.0,2.0,0.0,10.0,4.0
SYNCID0000014578,2.0,0.0,14.0,0.0,8.0,10.0
SYNCID0000000699,2.0,4.0,20.0,0.0,14.0,6.0
SYNCID0000001121,2.0,4.0,14.0,0.0,8.0,4.0
SYNCID0000001457,2.0,2.0,8.0,0.0,2.0,6.0
SYNCID0000001537,2.0,6.0,2.0,0.0,6.0,8.0
SYNCID0000001987,2.0,2.0,4.0,0.0,0.0,0.0
SYNCID0000002616,2.0,2.0,4.0,0.0,0.0,0.0
SYNCID0000003161,2.0,2.0,14.0,0.0,2.0,4.0
SYNCID0000003367,2.0,4.0,10.0,0.0,4.0,6.0
SYNCID0000003854,2.0,2.0,16.0,0.0,8.0,2.0
SYNCID0000003954,2.0,4.0,10.0,0.0,10.0,2.0
SYNCID0000004159,2.0,2.0,14.0,0.0,10.0,4.0
SYNCID0000004565,2.0,0.0,12.0,0.0,0.0,0.0
SYNCID0000004765,2.0,0.0,8.0,0.0,8.0,2.0
SYNCID0000005572,2.0,4.0,18.0,0.0,8.0,0.0
SYNCID0000005615,2.0,4.0,12.0,0.0,6.0,2.0
SYNCID0000006167,2.0,2.0,12.0,0.0,12.0,2.0
SYNCID0000006381,2.0,2.0,14.0,0.0,14.0,2.0
SYNCID0000007865,2.0,0.0,20.0,0.0,4.0,6.0
SYNCID0000009468,2.0,2.0,4.0,0.0,14.0,0.0
SYNCID0000009589,2.0,2.0,2.0,0.0,12.0,4.0
SYNCID0000009597,2.0,4.0,14.0,0.0,4.0,8.0
SYNCID0000010510,2.0,4.0,20.0,0.0,8.0,2.0
SYNCID0000011255,2.0,0.0,6.0,0.0,16.0,2.0
SYNCID0000011864,2.0,0.0,4.0,0.0,8.0,6.0
SYNCID0000011997,2.0,6.0,4.0,0.0,12.0,4.0
SYNCID0000012142,2.0,2.0,2.0,0.0,2.0,4.0
SYNCID0000012256,2.0,2.0,2.0,0.0,8.0,0.0
SYNCID0000013067,2.0,8.0,16.0,0.0,0.0,6.0
SYNCID0000013449,2.0,2.0,12.0,0.0,4.0,8.0
SYNCID0000013689,2.0,6.0,4.0,0.0,18.0,0.0
SYNCID0000014331,2.0,4.0,4.0,0.0,0.0,0.0
SYNCID0000014467,2.0,6.0,4.0,0.0,10.0,2.0
SYNCID0000014574,2.0,2.0,8.0,0.0,24.0,8.0
SYNCID0000014631,2.0,0.0,8.0,0.0,0.0,2.0
SYNCID0000014949,2.0,0.0,18.0,0.0,14.0,0.0
SYNCID0000015913,2.0,4.0,2.0,0.0,0.0,0.0
SYNCID0000001012,2.0,4.0,20.0,0.0,10.0,10.0
